COD_CARRERA;COD_ASIGNATURA;SIGLO_PERIODO_DESDE;ANIO_PERIODO_DESDE;MESI_PERIODO_DESDE;MESF_PERIODO_DESDE;IND_LIBRE_AREA;SIGLO_PERIODO_HASTA;ANIO_PERIODO_HASTA;MESI_PERIODO_HASTA;MESF_PERIODO_HASTA
1000;FS5855;0;99;9;12;C;1;8;1;3
1000;FS5856;0;99;9;12;C;1;8;1;3
1000;FS5857;0;99;9;12;C;1;8;1;3
1000;FS5858;0;99;9;12;C;1;8;1;3
0800;PS6117;0;99;9;12;B;1;0;1;3
0800;PS6118;0;99;9;12;B;;;;
0800;PS6147;0;99;9;12;B;;;;
0800;PS8195;0;99;9;12;B;;;;
1000;CE4119;0;99;9;12;C;1;0;1;3
1000;CE4257;0;99;9;12;C;1;0;1;3
1000;CI2121;0;99;9;12;C;1;0;1;3
1000;CI2122;0;99;9;12;C;1;0;1;3
1000;EC1167;0;99;9;12;C;1;0;1;3
1000;EC1168;0;99;9;12;C;1;0;1;3
1000;EC1181;0;99;9;12;C;1;0;1;3
1000;EC1251;0;99;9;12;C;1;0;1;3
1000;EC1713;0;99;9;12;C;1;0;1;3
1000;EC1783;0;99;9;12;C;1;0;1;3
1000;EC2169;0;99;9;12;C;1;0;1;3
0800;EP4538;0;99;9;12;B;;;;
0800;EP4548;0;99;9;12;B;;;;
0800;EP4558;0;99;9;12;B;;;;
0800;ID2121;0;99;9;12;B;;;;
0800;MA4611;0;99;9;12;B;;;;
0800;MA4631;0;99;9;12;B;1;0;9;12
0800;MA4632;0;99;9;12;B;1;0;9;12
0800;MA4633;0;99;9;12;B;;;;
0800;MA5231;0;99;9;12;B;;;;
0800;MA5232;0;99;9;12;B;;;;
0800;MA5242;0;99;9;12;B;;;;
0800;MA5243;0;99;9;12;B;;;;
0800;MA5262;0;99;9;12;B;;;;
0800;MA5263;0;99;9;12;B;;;;
0800;MA5264;0;99;9;12;B;;;;
0800;MA5271;0;99;9;12;B;;;;
0800;MA5272;0;99;9;12;B;;;;
0800;MA5273;0;99;9;12;B;;;;
0800;MA5651;0;99;9;12;B;1;8;9;12
0800;MA6712;0;99;9;12;B;;;;
0800;MA6851;0;99;9;12;B;;;;
0800;MA6922;0;99;9;12;B;;;;
0800;PB5611;0;99;9;12;B;;;;
0800;PB5671;0;99;9;12;B;;;;
0800;PS4112;0;99;9;12;B;0;99;9;12
0800;PS4113;0;99;9;12;B;;;;
0800;PS4114;0;99;9;12;B;;;;
0800;PS4115;0;99;9;12;B;;;;
0800;PS4117;0;99;9;12;B;;;;
0800;PS4120;0;99;9;12;B;1;0;9;12
0800;PS4153;0;99;9;12;B;1;0;9;12
0800;PS4311;0;99;9;12;B;1;0;9;12
0800;PS4317;0;99;9;12;B;;;;
0800;PS4326;0;99;9;12;B;;;;
0800;PS5114;0;99;9;12;B;;;;
0800;PS5118;0;99;9;12;B;;;;
0800;PS5180;0;99;9;12;B;;;;
0800;PS6113;0;99;9;12;B;0;99;9;12
0800;PS6116;0;99;9;12;B;;;;
0800;EC4752;0;99;9;12;B;;;;
0800;EC4753;0;99;9;12;B;;;;
0800;EC4754;0;99;9;12;B;;;;
0800;EC4755;0;99;9;12;B;;;;
0800;EC4756;0;99;9;12;B;;;;
0800;EC5752;0;99;9;12;B;;;;
0800;EC5753;0;99;9;12;B;;;;
0800;EC6756;0;99;9;12;B;;;;
0800;EC6757;0;99;9;12;B;;;;
0800;EP4518;0;99;9;12;B;;;;
0800;EP4528;0;99;9;12;B;;;;
0800;CI6434;0;99;9;12;B;;;;
0800;CI6435;0;99;9;12;B;;;;
0800;CI6436;0;99;9;12;B;;;;
0800;CI6437;0;99;9;12;B;;;;
0800;CI6438;0;99;9;12;B;;;;
0800;CI6439;0;99;9;12;B;1;2;1;3
0800;CI6441;0;99;9;12;B;;;;
0800;CI6442;0;99;9;12;B;;;;
0800;CI6443;0;99;9;12;B;;;;
0800;CI6444;0;99;9;12;B;;;;
0800;CI6450;0;99;9;12;B;;;;
0800;CI6451;0;99;9;12;B;;;;
0800;CI6454;0;99;9;12;B;;;;
0800;CI6461;0;99;9;12;B;;;;
0800;CI6463;0;99;9;12;B;;;;
0800;CI6621;0;99;9;12;B;;;;
0800;CI6645;0;99;9;12;B;;;;
0800;CI6646;0;99;9;12;B;1;0;9;12
0800;CI6647;0;99;9;12;B;;;;
0800;CI6661;0;99;9;12;B;;;;
0800;CI6711;0;99;9;12;B;;;;
0800;CI6731;0;99;9;12;B;;;;
0800;CI6741;0;99;9;12;B;1;0;9;12
0800;CI6751;0;99;9;12;B;;;;
0800;CI6811;0;99;9;12;B;;;;
0800;CI6812;0;99;9;12;B;;;;
0800;CI6821;0;99;9;12;B;;;;
0800;CI6831;0;99;9;12;B;1;0;9;12
0800;CI6832;0;99;9;12;B;;;;
0800;CI6841;0;99;9;12;B;1;0;9;12
0800;CI6853;0;99;9;12;B;;;;
0800;CI7432;0;99;9;12;B;;;;
0800;CO4411;0;99;9;12;B;;;;
0800;CO4412;0;99;9;12;B;;;;
0800;CO4413;0;99;9;12;B;;;;
0800;CO5212;0;99;9;12;B;1;0;9;12
0800;CO5213;0;99;9;12;B;1;8;9;12
0800;CO5221;0;99;9;12;B;1;0;9;12
0800;CO5311;0;99;9;12;B;1;0;9;12
0800;CO5312;0;99;9;12;B;1;0;9;12
0800;CO5313;0;99;9;12;B;1;0;9;12
0800;CO5314;0;99;9;12;B;1;0;9;12
0800;CO5411;0;99;9;12;B;;;;
0800;CO5412;0;99;9;12;B;0;99;9;12
0800;CO5413;0;99;9;12;B;1;0;9;12
0800;CO5422;0;99;9;12;B;;;;
0800;CO5511;0;99;9;12;B;1;0;9;12
0800;CO5512;0;99;9;12;B;1;0;9;12
0800;CO5611;0;99;9;12;B;;;;
0800;CO6211;0;99;9;12;B;;;;
0800;CO6315;0;99;9;12;B;;;;
0800;CO6531;0;99;9;12;B;1;0;9;12
0800;CO6532;0;99;9;12;B;;;;
0800;CO6551;0;99;9;12;B;;;;
0800;CS6132;0;99;9;12;B;1;0;9;12
0800;CI6431;0;99;9;12;B;;;;
0800;CI6432;0;99;9;12;B;;;;
0800;CI6433;0;99;9;12;B;;;;
0800;CI4793;0;99;9;12;B;;;;
0800;CI4821;0;99;9;12;B;0;99;9;12
0800;CI4822;0;99;9;12;B;1;0;9;12
0800;CI4851;0;99;9;12;B;;;;
0800;CI4852;0;99;9;12;B;1;4;9;12
0800;CI5211;0;99;9;12;B;0;99;9;12
0800;CI5212;0;99;9;12;B;;;;
0800;CI5251;0;99;9;12;B;;;;
0800;CI5252;0;99;9;12;B;;;;
0800;CI5311;0;99;9;12;B;0;99;9;12
0800;CI5313;0;99;9;12;B;0;99;9;12
0800;CI5314;0;99;9;12;B;;;;
0800;CI5322;0;99;9;12;B;1;0;9;12
0800;CI5432;0;99;9;12;B;;;;
0800;CI5437;0;99;9;12;B;;;;
0800;CI5438;0;99;9;12;B;1;0;9;12
0800;CI5439;0;99;9;12;B;;;;
0800;CI5451;0;99;9;12;B;;;;
0800;CI5452;0;99;9;12;B;;;;
0800;CI5645;0;99;9;12;B;0;99;9;12
0800;CI5651;0;99;9;12;B;0;99;9;12
0800;CI5652;0;99;9;12;B;;;;
0800;CI5731;0;99;9;12;B;0;99;9;12
0800;CI5832;0;99;9;12;B;0;99;9;12
0800;CI5833;0;99;9;12;B;;;;
0800;CI5851;0;99;9;12;B;;;;
0800;CI5852;0;99;9;12;B;;;;
0800;CI5854;0;99;9;12;B;0;99;9;12
0800;CI5856;0;99;9;12;B;0;99;9;12
0800;CI6211;0;99;9;12;B;;;;
0800;CI6311;0;99;9;12;B;0;99;9;12
0800;CI6314;0;99;9;12;B;0;99;9;12
0800;CI6321;0;99;9;12;B;;;;
0800;CI6322;0;99;9;12;B;;;;
0800;CI6323;0;99;9;12;B;0;99;9;12
0800;CI6330;0;99;9;12;B;;;;
0800;CI6351;0;99;9;12;B;;;;
0800;CI6352;0;99;9;12;B;;;;
0800;CE3420;0;99;9;12;B;;;;
0800;CE4111;0;99;9;12;B;;;;
0800;CE4121;0;99;9;12;B;;;;
0800;CE4257;0;99;9;12;B;;;;
0800;CE5111;0;99;9;12;B;;;;
0800;CI4211;0;99;9;12;B;;;;
0800;CI4251;0;99;9;12;B;;;;
0800;CI4252;0;99;9;12;B;;;;
0800;CI4311;0;99;9;12;B;0;99;9;12
0800;CI4312;0;99;9;12;B;0;99;9;12
0800;CI4451;0;99;9;12;B;;;;
0800;CI4452;0;99;9;12;B;;;;
0800;CI4644;0;99;9;12;B;0;99;9;12
0800;CI4712;0;99;9;12;B;0;99;9;12
0800;CI4713;0;99;9;12;B;0;99;9;12
0800;CI4722;0;99;9;12;B;0;99;9;12
0700;DA4512;0;99;9;12;B;;;;
0700;DA4513;0;99;9;12;B;;;;
0700;DA4541;0;99;9;12;B;1;5;4;7
0700;DA4542;0;99;9;12;B;1;1;1;3
0700;DA4544;0;99;9;12;B;;;;
0700;DA4571;0;99;9;12;B;;;;
0700;DA4572;0;99;9;12;B;;;;
0700;EP1107;0;99;9;12;B;1;5;4;7
0700;EP1420;0;99;9;12;B;;;;
0700;EP1507;0;99;9;12;B;;;;
0700;EP2107;0;99;9;12;B;;;;
0700;EP2507;0;99;9;12;B;;;;
0700;EP3107;0;99;9;12;B;1;12;1;3
0700;EP3507;0;99;9;12;B;;;;
0700;EP4507;0;99;9;12;B;;;;
0700;EP5507;0;99;9;12;B;;;;
0700;EP6107;0;99;9;12;B;;;;
0700;EP6207;0;99;9;12;B;;;;
0700;EP6307;0;99;9;12;B;;;;
0700;EP6407;0;99;9;12;B;;;;
0700;EP6507;0;99;9;12;B;;;;
0700;EP6607;0;99;9;12;B;;;;
0700;MC4464;0;99;9;12;B;;;;
0700;MC5145;0;99;9;12;B;;;;
0700;MC5146;0;99;9;12;B;1;8;1;3
0700;MC5147;0;99;9;12;B;1;8;1;3
0700;MC5148;0;99;9;12;B;1;8;1;3
0700;PL1111;0;99;9;12;B;;;;
0700;PL1112;0;99;9;12;B;;;;
0700;PL4113;0;99;9;12;B;;;;
0700;PL4114;0;99;9;12;B;;;;
0700;PL4115;0;99;9;12;B;;;;
0700;PL4116;0;99;9;12;B;;;;
0700;PL4141;0;99;9;12;B;;;;
0700;PL4211;0;99;9;12;B;;;;
0700;PL4226;0;99;9;12;B;;;;
0700;PL4229;0;99;9;12;B;;;;
0700;PL4414;0;99;9;12;B;;;;
0700;PS5318;0;99;9;12;B;;;;
0800;CC6729;0;99;9;12;B;;;;
0800;CE3114;0;99;9;12;B;;;;
0800;CE3122;0;99;9;12;B;;;;
0800;CE3251;0;99;9;12;B;;;;
0800;CE3417;0;99;9;12;B;;;;
0800;CE3418;0;99;9;12;B;;;;
0800;CE3419;0;99;9;12;B;;;;
0700;DA4425;0;99;9;12;B;1;0;1;3
0700;DA4431;0;99;9;12;B;;;;
0700;DA4432;0;99;9;12;B;;;;
0700;DA4433;0;99;9;12;B;;;;
0700;DA4434;0;99;9;12;B;;;;
0700;DA4441;0;99;9;12;B;;;;
0700;DA4442;0;99;9;12;B;;;;
0700;DA4511;0;99;9;12;B;;;;
0700;CE3251;0;99;9;12;B;;;;
0700;CE4119;0;99;9;12;B;;;;
0700;CE4257;0;99;9;12;B;;;;
0700;CE5111;0;99;9;12;B;;;;
0700;CI2462;0;99;9;12;B;0;99;9;12
0700;CI2463;0;99;9;12;B;1;1;9;12
0700;CI2464;0;99;9;12;B;;;;
0700;CS2111;0;99;9;12;B;;;;
0700;CS4551;0;99;9;12;B;;;;
0700;DA4121;0;99;9;12;B;;;;
0700;DA4211;0;99;9;12;B;;;;
0700;DA4212;0;99;9;12;B;;;;
0700;DA4213;0;99;9;12;B;;;;
0700;DA4214;0;99;9;12;B;;;;
0700;DA4215;0;99;9;12;B;;;;
0700;DA4221;0;99;9;12;B;1;6;1;3
0700;DA4222;0;99;9;12;B;;;;
0700;DA4223;0;99;9;12;B;1;6;1;3
0700;DA4311;0;99;9;12;B;;;;
0700;DA4312;0;99;9;12;B;;;;
0700;DA4411;0;99;9;12;B;;;;
0700;DA4412;0;99;9;12;B;;;;
0700;DA4413;0;99;9;12;B;;;;
0700;DA4414;0;99;9;12;B;;;;
0700;DA4415;0;99;9;12;B;;;;
0700;DA4416;0;99;9;12;B;;;;
0700;DA4421;0;99;9;12;B;;;;
0700;DA4422;0;99;9;12;B;;;;
0700;DA4423;0;99;9;12;B;;;;
0700;DA4424;0;99;9;12;B;;;;
0600;PB5671;0;99;9;12;B;1;4;4;7
0600;PB6613;0;99;9;12;B;;;;
0600;PB6643;0;99;9;12;B;;;;
0600;PS2121;0;99;9;12;B;;;;
0600;PS4120;0;99;9;12;B;;;;
0600;PS4317;0;99;9;12;B;1;4;7;8
0600;PS4326;0;99;9;12;B;1;4;7;8
0600;PS5118;0;99;9;12;B;;;;
0600;PS5311;0;99;9;12;B;1;4;7;8
0600;PS5315;0;99;9;12;B;1;4;7;8
0600;PS6147;0;99;9;12;B;1;4;1;3
0600;PS6311;0;99;9;12;B;1;4;1;3
0600;PS6313;0;99;9;12;B;1;4;1;3
0600;PS6314;0;99;9;12;B;1;4;1;3
0600;PS6317;0;99;9;12;B;1;4;1;3
0600;PS6321;0;99;9;12;B;1;4;1;3
0700;CE2111;0;99;9;12;B;;;;
0700;CE2112;0;99;9;12;B;;;;
0700;CE3114;0;99;9;12;B;1;10;1;3
0700;CE3121;0;99;9;12;B;;;;
0700;CE3122;0;99;9;12;B;1;4;1;3
0600;EC5721;0;99;9;12;B;1;3;9;12
0600;EC5722;0;99;9;12;B;1;3;9;12
0600;EC5723;0;99;9;12;B;1;3;9;12
0600;EC5741;0;99;9;12;B;1;4;1;3
0600;EC5742;0;99;9;12;B;1;2;1;3
0600;EC5744;0;99;9;12;B;1;1;1;3
0600;EC5751;0;99;9;12;B;1;3;9;12
0600;EC5771;0;99;9;12;B;1;3;9;12
0600;EC6132;0;99;9;12;B;1;4;1;3
0600;EC6154;0;99;9;12;B;1;4;1;3
0600;EC6155;0;99;9;12;B;1;4;1;3
0600;EC6156;0;99;9;12;B;1;4;1;3
0600;EC6157;0;99;9;12;B;1;4;1;3
0600;EC6182;0;99;9;12;B;1;4;1;3
0600;EC6311;0;99;9;12;B;1;4;1;3
0600;EC6355;0;99;9;12;B;1;4;1;3
0600;EC6471;0;99;9;12;B;1;4;1;3
0600;EC6622;0;99;9;12;B;1;4;1;3
0600;EC6661;0;99;9;12;B;1;2;1;3
0600;EC6663;0;99;9;12;B;1;2;1;3
0600;EC6673;0;99;9;12;B;1;2;1;3
0600;EC6712;0;99;9;12;B;1;4;1;3
0600;EC6751;0;99;9;12;B;1;4;1;3
0600;EC6772;0;99;9;12;B;1;4;1;3
0600;EC6782;0;99;9;12;B;1;4;1;3
0600;EC6788;0;99;9;12;B;1;4;1;3
0600;EC6816;0;99;9;12;B;1;4;1;3
0600;EP1206;0;99;9;12;B;1;4;9;12
0600;EP1420;0;99;9;12;B;;;;
0600;EP2206;0;99;9;12;B;1;5;1;3
0600;EP3206;0;99;9;12;B;1;5;1;3
0600;EP3420;0;99;9;12;B;1;3;7;8
0600;ID4124;0;99;9;12;B;;;;
0600;ID5124;0;99;9;12;B;;;;
0600;PB5611;0;99;9;12;B;1;3;9;12
0600;PB5632;0;99;9;12;B;;;;
0600;PB5643;0;99;9;12;B;;;;
0600;EC5434;0;99;9;12;B;1;4;1;3
0600;EC5441;0;99;9;12;B;;;;
0600;EC5442;0;99;9;12;B;;;;
0600;EC5474;0;99;9;12;B;1;4;4;7
0600;EC5536;0;99;9;12;B;1;4;4;7
0600;EC5537;0;99;9;12;B;1;4;4;7
0600;EC5538;0;99;9;12;B;;;;
0600;EC5613;0;99;9;12;B;1;4;4;7
0600;EC5621;0;99;9;12;B;1;5;4;7
0600;EC5623;0;99;9;12;B;1;4;1;3
0600;EC5701;0;99;9;12;B;1;3;9;12
0600;EC5711;0;99;9;12;B;1;4;7;8
0501;MA6712;0;99;9;12;B;;;;
0501;MA6814;0;99;9;12;B;;;;
0501;MA6931;0;99;9;12;B;;;;
0501;MA6932;0;99;9;12;B;;;;
0501;MA6933;0;99;9;12;B;;;;
0501;MA6934;0;99;9;12;B;;;;
0501;MA6971;0;99;9;12;B;;;;
0501;MA6972;0;99;9;12;B;;;;
0501;PB5671;0;99;9;12;B;;;;
0600;CE2562;0;99;9;12;B;1;2;1;3
0600;CE3114;0;99;9;12;B;;;;
0600;CE3122;0;99;9;12;B;1;2;1;3
0600;CE3251;0;99;9;12;B;;;;
0600;CE3417;0;99;9;12;B;;;;
0600;CE3418;0;99;9;12;B;;;;
0600;CE3419;0;99;9;12;B;;;;
0600;CE4118;0;99;9;12;B;;;;
0600;CE4121;0;99;9;12;B;;;;
0600;CE4252;0;99;9;12;B;;;;
0600;CE4254;0;99;9;12;B;;;;
0600;CE4255;0;99;9;12;B;;;;
0600;CE4257;0;99;9;12;B;;;;
0600;CE4263;0;99;9;12;B;;;;
0600;CE6212;0;99;9;12;B;;;;
0600;CI2612;0;99;9;12;B;1;1;9;12
0600;CO3311;0;99;9;12;B;;;;
0600;CO3312;0;99;9;12;B;0;99;9;12
0600;CO5311;0;99;9;12;B;0;99;9;12
0600;CS5111;0;99;9;12;B;1;1;1;3
0600;EC4431;0;99;9;12;B;1;4;9;12
0600;EC4432;0;99;9;12;B;1;4;1;3
0600;EC4451;0;99;9;12;B;1;4;7;8
0600;EC4452;0;99;9;12;B;1;4;1;3
0600;EC4471;0;99;9;12;B;1;3;9;12
0600;EC4514;0;99;9;12;B;1;4;4;7
0600;EC4515;0;99;9;12;B;1;4;4;7
0600;EC5132;0;99;9;12;B;1;4;4;7
0600;EC5133;0;99;9;12;B;1;4;4;7
0600;EC5135;0;99;9;12;B;1;4;9;12
0600;EC5141;0;99;9;12;B;1;4;9;12
0600;EC5142;0;99;9;12;B;1;4;4;7
0600;EC5143;0;99;9;12;B;;;;
0600;EC5151;0;99;9;12;B;1;4;4;7
0600;EC5152;0;99;9;12;B;1;4;7;8
0600;EC5153;0;99;9;12;B;1;4;4;7
0600;EC5154;0;99;9;12;B;;;;
0600;EC5181;0;99;9;12;B;1;5;7;8
0600;EC5333;0;99;9;12;B;;;;
0600;EC5343;0;99;9;12;B;1;4;1;3
0600;EC5344;0;99;9;12;B;;;;
0501;MA6634;0;99;9;12;B;;;;
0501;MA6635;0;99;9;12;B;;;;
0501;MA6636;0;99;9;12;B;;;;
0501;MA6638;0;99;9;12;B;;;;
0501;MA5271;0;99;9;12;B;;;;
0501;MA5272;0;99;9;12;B;;;;
0501;MA5273;0;99;9;12;B;;;;
0501;MA5276;0;99;9;12;B;;;;
0501;MA5278;0;99;9;12;B;;;;
0501;MA5279;0;99;9;12;B;;;;
0501;MA5280;0;99;9;12;B;;;;
0501;MA5311;0;99;9;12;B;;;;
0501;MA5312;0;99;9;12;B;;;;
0501;MA5313;0;99;9;12;B;;;;
0501;MA5361;0;99;9;12;B;;;;
0501;MA5362;0;99;9;12;B;;;;
0501;MA5363;0;99;9;12;B;;;;
0501;MA5371;0;99;9;12;B;;;;
0501;MA5372;0;99;9;12;B;;;;
0501;MA5474;0;99;9;12;B;;;;
0501;MA5475;0;99;9;12;B;;;;
0501;MA5476;0;99;9;12;B;;;;
0501;MA5521;0;99;9;12;B;;;;
0501;MA5522;0;99;9;12;B;;;;
0501;MA5523;0;99;9;12;B;;;;
0501;MA5531;0;99;9;12;B;;;;
0501;MA5532;0;99;9;12;B;;;;
0501;MA5541;0;99;9;12;B;;;;
0501;MA5542;0;99;9;12;B;;;;
0501;MA5551;0;99;9;12;B;;;;
0501;MA5552;0;99;9;12;B;;;;
0501;MA5652;0;99;9;12;B;;;;
0501;MA6111;0;99;9;12;B;;;;
0501;MA6112;0;99;9;12;B;;;;
0501;MA6113;0;99;9;12;B;;;;
0501;MA6231;0;99;9;12;B;;;;
0501;MA6232;0;99;9;12;B;;;;
0501;MA6233;0;99;9;12;B;;;;
0501;MA6311;0;99;9;12;B;;;;
0501;MA6313;0;99;9;12;B;1;2;4;7
0501;MA6521;0;99;9;12;B;;;;
0501;MA6631;0;99;9;12;B;1;8;1;3
0501;MA6632;0;99;9;12;B;;;;
0501;MA6633;0;99;9;12;B;;;;
0501;MA3221;0;99;9;12;B;;;;
0501;MA3364;0;99;9;12;B;1;3;9;12
0501;MA5111;0;99;9;12;B;;;;
0501;MA5112;0;99;9;12;B;;;;
0501;MA5113;0;99;9;12;B;;;;
0501;MA5231;0;99;9;12;B;1;6;9;12
0501;MA5232;0;99;9;12;B;1;6;9;12
0501;MA5233;0;99;9;12;B;1;6;9;12
0501;MA5241;0;99;9;12;B;;;;
0501;MA5242;0;99;9;12;B;;;;
0501;MA5243;0;99;9;12;B;;;;
0501;MA5244;0;99;9;12;B;;;;
0501;MA5245;0;99;9;12;B;;;;
0501;MA5253;0;99;9;12;B;;;;
0501;MA5261;0;99;9;12;B;;;;
0501;MA5262;0;99;9;12;B;;;;
0501;MA5263;0;99;9;12;B;;;;
0501;CO5111;0;99;9;12;B;;;;
0501;CO5112;0;99;9;12;B;;;;
0501;CO5113;0;99;9;12;B;;;;
0501;CO5211;0;99;9;12;B;;;;
0501;CO5212;0;99;9;12;B;;;;
0501;CO5213;0;99;9;12;B;;;;
0501;CO5221;0;99;9;12;B;;;;
0501;CO5222;0;99;9;12;B;;;;
0501;CO5223;0;99;9;12;B;;;;
0501;CO5311;0;99;9;12;B;1;1;9;12
0501;CO5312;0;99;9;12;B;;;;
0501;CO5313;0;99;9;12;B;0;99;9;12
0501;CO5314;0;99;9;12;B;0;99;9;12
0501;CO5411;0;99;9;12;B;;;;
0501;CO5412;0;99;9;12;B;;;;
0501;CO5413;0;99;9;12;B;;;;
0501;CO5414;0;99;9;12;B;;;;
0501;CO5422;0;99;9;12;B;;;;
0501;CO5423;0;99;9;12;B;;;;
0501;CO5511;0;99;9;12;B;1;2;9;12
0501;CO5512;0;99;9;12;B;;;;
0501;CO5611;0;99;9;12;B;;;;
0501;CO6111;0;99;9;12;B;;;;
0501;CO6112;0;99;9;12;B;;;;
0501;CO6113;0;99;9;12;B;;;;
0501;CO6211;0;99;9;12;B;;;;
0501;CO6311;0;99;9;12;B;;;;
0501;CO6312;0;99;9;12;B;;;;
0501;CO6314;0;99;9;12;B;1;6;7;8
0501;CO6315;0;99;9;12;B;;;;
0501;CO6316;0;99;9;12;B;;;;
0501;CO6321;0;99;9;12;B;;;;
0501;CO6322;0;99;9;12;B;;;;
0501;CO6323;0;99;9;12;B;;;;
0501;CO6324;0;99;9;12;B;;;;
0501;CO6341;0;99;9;12;B;;;;
0501;CO6511;0;99;9;12;B;;;;
0501;CO6531;0;99;9;12;B;;;;
0501;CO6532;0;99;9;12;B;;;;
0501;CO6542;0;99;9;12;B;;;;
0501;CO6551;0;99;9;12;B;;;;
0500;PS6113;0;99;9;12;B;;;;
0500;PS6121;0;99;9;12;B;;;;
0500;PS6122;0;99;9;12;B;;;;
0500;PS6127;0;99;9;12;B;;;;
0501;CI5645;0;99;9;12;B;;;;
0501;CI5651;0;99;9;12;B;;;;
0501;CO4411;0;99;9;12;B;;;;
0501;CO4412;0;99;9;12;B;;;;
0501;CO4413;0;99;9;12;B;;;;
0500;MA5474;0;99;9;12;B;;;;
0500;MA5475;0;99;9;12;B;;;;
0500;MA5476;0;99;9;12;B;;;;
0500;MA5521;0;99;9;12;B;;;;
0500;MA5522;0;99;9;12;B;;;;
0500;MA5523;0;99;9;12;B;;;;
0500;MA5531;0;99;9;12;B;;;;
0500;MA5532;0;99;9;12;B;;;;
0500;MA5533;0;99;9;12;B;;;;
0500;MA5534;0;99;9;12;B;;;;
0500;MA5541;0;99;9;12;B;;;;
0500;MA5542;0;99;9;12;B;;;;
0500;MA5543;0;99;9;12;B;;;;
0500;MA5551;0;99;9;12;B;;;;
0500;MA5552;0;99;9;12;B;;;;
0500;MA5652;0;99;9;12;B;;;;
0500;MA6111;0;99;9;12;B;;;;
0500;MA6112;0;99;9;12;B;;;;
0500;MA6113;0;99;9;12;B;;;;
0500;MA6231;0;99;9;12;B;;;;
0500;MA6232;0;99;9;12;B;;;;
0500;MA6233;0;99;9;12;B;;;;
0500;MA6311;0;99;9;12;B;;;;
0500;MA6312;0;99;9;12;B;1;2;4;7
0500;MA6313;0;99;9;12;B;1;2;4;7
0500;MA6361;0;99;9;12;B;;;;
0500;MA6411;0;99;9;12;B;;;;
0500;MA6412;0;99;9;12;B;;;;
0500;MA6511;0;99;9;12;B;;;;
0500;MA6512;0;99;9;12;B;;;;
0500;MA6521;0;99;9;12;B;;;;
0500;MA6522;0;99;9;12;B;;;;
0500;MA6523;0;99;9;12;B;;;;
0500;MA6525;0;99;9;12;B;1;7;1;3
0500;MA6526;0;99;9;12;B;;;;
0500;MA6527;0;99;9;12;B;;;;
0500;MA6631;0;99;9;12;B;1;8;1;3
0500;MA6632;0;99;9;12;B;;;;
0500;MA6633;0;99;9;12;B;;;;
0500;MA6634;0;99;9;12;B;;;;
0500;MA6635;0;99;9;12;B;;;;
0500;MA6636;0;99;9;12;B;;;;
0500;MA6638;0;99;9;12;B;;;;
0500;MA6712;0;99;9;12;B;;;;
0500;MA6911;0;99;9;12;B;;;;
0500;MA6912;0;99;9;12;B;;;;
0500;MA6922;0;99;9;12;B;;;;
0500;MA6931;0;99;9;12;B;;;;
0500;MA6932;0;99;9;12;B;;;;
0500;MA6933;0;99;9;12;B;;;;
0500;MA6934;0;99;9;12;B;;;;
0500;MA6971;0;99;9;12;B;;;;
0500;MA6972;0;99;9;12;B;;;;
0500;PB5671;0;99;9;12;B;;;;
0500;PS1111;0;99;9;12;B;1;7;1;3
0500;PS4112;0;99;9;12;B;;;;
0500;PS5112;0;99;9;12;B;;;;
0500;MA5373;0;99;9;12;B;;;;
0500;MA3271;0;99;9;12;B;;;;
0500;MA4621;0;99;9;12;B;;;;
0500;MA4631;0;99;9;12;B;;;;
0500;MA4632;0;99;9;12;B;;;;
0500;MA4633;0;99;9;12;B;;;;
0500;MA5111;0;99;9;12;B;;;;
0500;MA5112;0;99;9;12;B;;;;
0500;MA5113;0;99;9;12;B;;;;
0500;MA5231;0;99;9;12;B;1;6;9;12
0500;MA5232;0;99;9;12;B;1;6;9;12
0500;MA5233;0;99;9;12;B;1;6;9;12
0500;MA5234;0;99;9;12;B;;;;
0500;MA5241;0;99;9;12;B;;;;
0500;MA5242;0;99;9;12;B;;;;
0500;MA5243;0;99;9;12;B;;;;
0500;MA5244;0;99;9;12;B;;;;
0500;MA5245;0;99;9;12;B;;;;
0500;MA5246;0;99;9;12;B;;;;
0500;MA5251;0;99;9;12;B;;;;
0500;MA5252;0;99;9;12;B;;;;
0500;MA5253;0;99;9;12;B;;;;
0500;MA5261;0;99;9;12;B;;;;
0500;MA5262;0;99;9;12;B;;;;
0500;MA5263;0;99;9;12;B;;;;
0500;MA5271;0;99;9;12;B;;;;
0500;MA5272;0;99;9;12;B;;;;
0500;MA5273;0;99;9;12;B;;;;
0500;MA5276;0;99;9;12;B;;;;
0500;MA5278;0;99;9;12;B;;;;
0500;MA5279;0;99;9;12;B;;;;
0500;MA5280;0;99;9;12;B;;;;
0500;MA5311;0;99;9;12;B;;;;
0500;MA5312;0;99;9;12;B;;;;
0500;MA5313;0;99;9;12;B;;;;
0500;MA5314;0;99;9;12;B;;;;
0500;MA5356;0;99;9;12;B;;;;
0500;MA5357;0;99;9;12;B;;;;
0500;MA5358;0;99;9;12;B;;;;
0500;MA5361;0;99;9;12;B;;;;
0500;MA5362;0;99;9;12;B;;;;
0500;MA5363;0;99;9;12;B;;;;
0500;MA5371;0;99;9;12;B;;;;
0500;MA5372;0;99;9;12;B;;;;
