COD_CARRERA;COD_ASIGNATURA;SIGLO_PERIODO_DESDE;ANIO_PERIODO_DESDE;MESI_PERIODO_DESDE;MESF_PERIODO_DESDE;IND_LIBRE_AREA;SIGLO_PERIODO_HASTA;ANIO_PERIODO_HASTA;MESI_PERIODO_HASTA;MESF_PERIODO_HASTA
1504;CE4257;0;99;9;12;B;;;;
1504;CE4262;0;99;9;12;B;;;;
1504;CE4263;0;99;9;12;B;;;;
1504;CE5111;0;99;9;12;B;;;;
1504;CE6212;0;99;9;12;B;;;;
1503;MC4164;0;99;9;12;B;;;;
1503;MC4561;0;99;9;12;B;;;;
1503;MC4562;0;99;9;12;B;;;;
1503;MC4623;0;99;9;12;B;;;;
1503;MC4661;0;99;9;12;B;;;;
1503;MC4663;0;99;9;12;B;;;;
1503;MC4666;0;99;9;12;B;;;;
1503;MC4667;0;99;9;12;B;;;;
1503;MC5163;0;99;9;12;B;;;;
1503;MC5164;0;99;9;12;B;;;;
1503;MC5517;0;99;9;12;B;;;;
1503;MC5665;0;99;9;12;B;;;;
1503;MT2114;0;99;9;12;B;;;;
1503;MT4421;0;99;9;12;B;;;;
1503;MT4422;0;99;9;12;B;;;;
1503;MT4423;0;99;9;12;B;1;4;1;3
1503;MT4424;0;99;9;12;B;;;;
1503;MT5111;0;99;9;12;B;;;;
1503;MT5112;0;99;9;12;B;;;;
1503;MT5113;0;99;9;12;B;;;;
1503;MT5311;0;99;9;12;B;;;;
1503;CE3420;0;99;9;12;B;;;;
1503;CE4111;0;99;9;12;B;;;;
1503;CE4120;0;99;9;12;B;;;;
1503;CE4121;0;99;9;12;B;;;;
1503;CE4254;0;99;9;12;B;;;;
1503;CE4255;0;99;9;12;B;;;;
1503;CE4256;0;99;9;12;B;;;;
1503;CE4257;0;99;9;12;B;;;;
1503;CE4262;0;99;9;12;B;;;;
1503;CE4263;0;99;9;12;B;;;;
1503;CE5111;0;99;9;12;B;;;;
1503;CE6212;0;99;9;12;B;;;;
1503;CI2121;0;99;9;12;B;1;1;7;8
1503;CI2122;0;99;9;12;B;;;;
1503;EC4881;0;99;9;12;B;;;;
1503;EP1420;0;99;9;12;B;;;;
1503;EP2218;0;99;9;12;B;1;6;9;12
1503;EP3218;0;99;9;12;B;1;5;1;3
1503;EP3420;0;99;9;12;B;;;;
1503;EP4217;0;99;9;12;B;;;;
1503;EP4317;0;99;9;12;B;;;;
1503;FS5441;0;99;9;12;B;;;;
1503;FS5731;0;99;9;12;B;;;;
1503;ID5124;0;99;9;12;B;;;;
1503;MC3128;0;99;9;12;B;;;;
1503;MC3617;0;99;9;12;B;;;;
1503;MC3618;0;99;9;12;B;;;;
1503;MC3620;0;99;9;12;B;;;;
1503;MC3621;0;99;9;12;B;;;;
1503;MC3623;0;99;9;12;B;;;;
1503;MC3625;0;99;9;12;B;1;0;7;8
1503;MC3662;0;99;9;12;B;;;;
1503;MC4121;0;99;9;12;B;;;;
1503;MC4122;0;99;9;12;B;;;;
1502;PS6225;0;99;9;12;B;;;;
1502;PS6227;0;99;9;12;B;;;;
1502;PS6228;0;99;9;12;B;1;0;7;8
1502;QM6421;0;99;9;12;B;;;;
1503;BO4275;0;99;9;12;B;;;;
1503;CE2562;0;99;9;12;B;;;;
1503;CE3114;0;99;9;12;B;;;;
1503;CE3115;0;99;9;12;B;;;;
1503;CE3122;0;99;9;12;B;;;;
1503;CE3417;0;99;9;12;B;;;;
1503;CE3418;0;99;9;12;B;;;;
1503;CE3419;0;99;9;12;B;1;9;1;3
1502;ID5124;0;99;9;12;B;;;;
1502;MC3617;0;99;9;12;B;;;;
1502;MC3618;0;99;9;12;B;;;;
1502;MC3620;0;99;9;12;B;;;;
1502;MC3623;0;99;9;12;B;;;;
1502;MC3625;0;99;9;12;B;1;0;7;8
1502;MC4122;0;99;9;12;B;;;;
1502;MC4561;0;99;9;12;B;;;;
1502;MC4562;0;99;9;12;B;;;;
1502;MC4563;0;99;9;12;B;;;;
1502;MC4564;0;99;9;12;B;;;;
1502;MC4565;0;99;9;12;B;;;;
1502;MC4566;0;99;9;12;B;;;;
1502;MC4666;0;99;9;12;B;;;;
1502;MC4667;0;99;9;12;B;;;;
1502;MC5122;0;99;9;12;B;;;;
1502;MC5511;0;99;9;12;B;;;;
1502;MC5512;0;99;9;12;B;;;;
1502;MC5514;0;99;9;12;B;;;;
1502;MC5515;0;99;9;12;B;;;;
1502;MC5516;0;99;9;12;B;;;;
1502;MC5518;0;99;9;12;B;1;5;1;3
1502;MC5665;0;99;9;12;B;;;;
1502;MT3261;0;99;9;12;B;;;;
1502;MT4424;0;99;9;12;B;;;;
1502;MT5514;0;99;9;12;B;;;;
1502;MT5611;0;99;9;12;B;;;;
1502;MT5612;0;99;9;12;B;;;;
1502;MT5613;0;99;9;12;B;;;;
1502;MT5614;0;99;9;12;B;;;;
1502;MT5615;0;99;9;12;B;;;;
1502;PB5611;0;99;9;12;B;;;;
1502;PB5671;0;99;9;12;B;;;;
1502;PS1131;0;99;9;12;B;;;;
1502;PS2121;0;99;9;12;B;;;;
1502;PS3215;0;99;9;12;B;;;;
1502;PS4120;0;99;9;12;B;;;;
1502;PS4317;0;99;9;12;B;;;;
1502;PS4321;0;99;9;12;B;;;;
1502;PS4324;0;99;9;12;B;;;;
1502;PS5117;0;99;9;12;B;;;;
1502;PS5218;0;99;9;12;B;;;;
1502;PS5225;0;99;9;12;B;;;;
1502;PS5315;0;99;9;12;B;;;;
1502;PS6215;0;99;9;12;B;;;;
1502;PS6218;0;99;9;12;B;;;;
1502;PS6222;0;99;9;12;B;;;;
1502;PS6223;0;99;9;12;B;;;;
1502;EP4317;0;99;9;12;B;;;;
1502;FS5441;0;99;9;12;B;;;;
1501;PS4317;0;99;9;12;B;;;;
1501;PS5115;0;99;9;12;B;1;7;1;3
1501;PS5117;0;99;9;12;B;;;;
1501;PS5118;0;99;9;12;B;;;;
1501;PS5216;0;99;9;12;B;;;;
1501;PS5218;0;99;9;12;B;;;;
1501;PS5225;0;99;9;12;B;;;;
1502;BO4275;0;99;9;12;B;;;;
1502;CE2562;0;99;9;12;B;;;;
1502;CE3114;0;99;9;12;B;;;;
1502;CE3115;0;99;9;12;B;;;;
1502;CE3122;0;99;9;12;B;;;;
1502;CE3417;0;99;9;12;B;;;;
1502;CE3418;0;99;9;12;B;;;;
1502;CE3419;0;99;9;12;B;1;9;1;3
1502;CE3420;0;99;9;12;B;;;;
1502;CE4111;0;99;9;12;B;;;;
1502;CE4120;0;99;9;12;B;;;;
1502;CE4121;0;99;9;12;B;;;;
1502;CE4254;0;99;9;12;B;;;;
1502;CE4255;0;99;9;12;B;;;;
1502;CE4256;0;99;9;12;B;;;;
1502;CE4257;0;99;9;12;B;;;;
1502;CE4262;0;99;9;12;B;;;;
1502;CE4263;0;99;9;12;B;;;;
1502;CE5111;0;99;9;12;B;;;;
1502;CE6212;0;99;9;12;B;;;;
1502;CI2121;0;99;9;12;B;1;1;7;8
1502;CI2122;0;99;9;12;B;;;;
1502;CT3331;0;99;9;12;B;;;;
1502;EC4881;0;99;9;12;B;;;;
1502;EP1117;0;99;9;12;B;;;;
1502;EP1420;0;99;9;12;B;;;;
1502;EP2217;0;99;9;12;B;1;6;9;12
1502;EP3217;0;99;9;12;B;1;5;1;3
1502;EP3420;0;99;9;12;B;;;;
1502;EP4217;0;99;9;12;B;;;;
1501;MT5111;0;99;9;12;B;;;;
1501;MT5112;0;99;9;12;B;;;;
1501;MT5113;0;99;9;12;B;;;;
1501;MT5311;0;99;9;12;B;;;;
1501;MT5312;0;99;9;12;B;;;;
1501;MT5411;0;99;9;12;B;;;;
1501;MT5412;0;99;9;12;B;;;;
1501;MT5414;0;99;9;12;B;1;0;9;12
1501;MT5415;0;99;9;12;B;;;;
1501;MT5512;0;99;9;12;B;1;0;9;12
1501;MT6311;0;99;9;12;B;1;0;9;12
1501;MT6312;0;99;9;12;B;;;;
1501;PB5611;0;99;9;12;B;;;;
1501;PB5671;0;99;9;12;B;;;;
1501;PS1131;0;99;9;12;B;;;;
1501;PS2121;0;99;9;12;B;;;;
1501;PS4120;0;99;9;12;B;;;;
1501;CE4263;0;99;9;12;B;;;;
1501;CE5111;0;99;9;12;B;;;;
1501;CE6212;0;99;9;12;B;;;;
1501;CI2121;0;99;9;12;B;1;1;7;8
1501;CI2122;0;99;9;12;B;;;;
1501;EC4881;0;99;9;12;B;;;;
1501;EP1216;0;99;9;12;B;1;6;9;12
1501;EP1420;0;99;9;12;B;;;;
1501;EP2216;0;99;9;12;B;1;5;1;3
1501;EP3420;0;99;9;12;B;;;;
1501;EP4217;0;99;9;12;B;;;;
1501;EP4317;0;99;9;12;B;;;;
1501;FS5441;0;99;9;12;B;;;;
1501;FS5731;0;99;9;12;B;;;;
1501;ID5124;0;99;9;12;B;;;;
1501;MC3613;0;99;9;12;B;;;;
1501;MC3614;0;99;9;12;B;;;;
1501;MC3615;0;99;9;12;B;;;;
1501;MC3617;0;99;9;12;B;;;;
1501;MC3618;0;99;9;12;B;;;;
1501;MC3620;0;99;9;12;B;;;;
1501;MC3623;0;99;9;12;B;;;;
1501;MC3625;0;99;9;12;B;1;0;7;8
1501;MC4122;0;99;9;12;B;;;;
1501;MC4666;0;99;9;12;B;;;;
1501;MC4667;0;99;9;12;B;;;;
1501;MC5164;0;99;9;12;B;;;;
1501;MC5517;0;99;9;12;B;;;;
1501;MC5611;0;99;9;12;B;;;;
1501;MC5665;0;99;9;12;B;;;;
1501;MT2113;0;99;9;12;B;;;;
1501;MT2114;0;99;9;12;B;;;;
1501;MT4321;0;99;9;12;B;;;;
1501;MT4421;0;99;9;12;B;;;;
1501;MT4422;0;99;9;12;B;;;;
1501;MT4423;0;99;9;12;B;1;4;1;3
1501;MT4424;0;99;9;12;B;;;;
1501;MT4425;0;99;9;12;B;;;;
1501;CE3420;0;99;9;12;B;;;;
1501;CE4111;0;99;9;12;B;;;;
1501;CE4120;0;99;9;12;B;;;;
1501;CE4121;0;99;9;12;B;;;;
1501;CE4254;0;99;9;12;B;;;;
1501;CE4255;0;99;9;12;B;;;;
1501;CE4256;0;99;9;12;B;;;;
1501;CE4257;0;99;9;12;B;;;;
1501;CE4262;0;99;9;12;B;;;;
1200;FS5862;0;99;9;12;C;1;2;1;3
1200;FS5863;0;99;9;12;C;1;2;1;3
1200;FS5865;0;99;9;12;C;1;2;1;3
1200;FS5871;0;99;9;12;C;1;2;1;3
1200;FS5872;0;99;9;12;C;1;2;1;3
1200;FS5873;0;99;9;12;C;1;2;1;3
1200;GC3112;0;99;9;12;C;1;4;9;12
1200;GC3113;0;99;9;12;C;1;4;9;12
1200;GC3121;0;99;9;12;C;1;0;1;3
1200;GC3131;0;99;9;12;C;1;11;1;3
1200;GC4211;0;99;9;12;C;;;;
1200;GC4221;0;99;9;12;C;;;;
1200;GC4222;0;99;9;12;C;;;;
1200;GC4223;0;99;9;12;C;;;;
1200;GC4231;0;99;9;12;C;;;;
1200;GC4232;0;99;9;12;C;;;;
1200;GC4234;0;99;9;12;C;;;;
1200;GC4241;0;99;9;12;C;;;;
1200;GC5111;0;99;9;12;C;1;0;1;3
1200;GC5121;0;99;9;12;C;;;;
1200;GC5211;0;99;9;12;C;;;;
1200;GC5221;0;99;9;12;C;1;11;1;3
1200;GC5231;0;99;9;12;C;1;5;7;8
1200;GC5234;0;99;9;12;C;;;;
1200;GC5241;0;99;9;12;C;;;;
1200;GC5244;0;99;9;12;C;1;15;7;8
1200;GC5251;0;99;9;12;C;;;;
1200;GC5311;0;99;9;12;C;;;;
1200;GC5321;0;99;9;12;C;;;;
1200;GC5331;0;99;9;12;C;;;;
1200;GC5341;0;99;9;12;C;1;7;7;8
1200;GC5342;0;99;9;12;C;;;;
1200;GC5343;0;99;9;12;C;;;;
1200;GC5351;0;99;9;12;C;1;7;7;8
1200;GC5353;0;99;9;12;C;1;6;4;7
1200;GC5362;0;99;9;12;C;;;;
1200;GC5363;0;99;9;12;C;;;;
1200;GC7521;0;99;9;12;C;;;;
1200;MA6971;0;99;9;12;C;;;;
1200;MA6972;0;99;9;12;C;;;;
1200;PB5671;0;99;9;12;C;;;;
1500;CE4111;0;99;9;12;B;;;;
1500;CE4119;0;99;9;12;B;;;;
1501;BO4275;0;99;9;12;B;;;;
1501;CE2562;0;99;9;12;B;;;;
1501;CE3114;0;99;9;12;B;;;;
1501;CE3115;0;99;9;12;B;;;;
1501;CE3122;0;99;9;12;B;;;;
1501;CE3417;0;99;9;12;B;;;;
1501;CE3418;0;99;9;12;B;;;;
1501;CE3419;0;99;9;12;B;1;9;1;3
1200;FS5841;0;99;9;12;C;1;2;1;3
1100;PL4211;0;99;9;12;C;;;;
1100;PL4215;0;99;9;12;C;;;;
1100;PL4216;0;99;9;12;C;1;1;1;3
1100;PL4218;0;99;9;12;C;;;;
1100;PL4220;0;99;9;12;C;;;;
1100;PL4223;0;99;9;12;C;1;1;1;3
1100;PL4224;0;99;9;12;C;1;1;1;3
1100;PL4229;0;99;9;12;C;;;;
1100;PL4311;0;99;9;12;C;;;;
1100;PL4312;0;99;9;12;C;;;;
1100;PL4316;0;99;9;12;C;;;;
1100;PL4317;0;99;9;12;C;1;1;1;3
1100;PL4412;0;99;9;12;C;;;;
1100;PL4413;0;99;9;12;C;;;;
1100;PL4414;0;99;9;12;C;;;;
1100;PL4510;0;99;9;12;C;;;;
1100;PL4511;0;99;9;12;C;;;;
1100;PL4610;0;99;9;12;C;;;;
1100;PL4710;0;99;9;12;C;;;;
1100;PS1131;0;99;9;12;C;;;;
1100;PS2123;0;99;9;12;C;;;;
1100;PS4120;0;99;9;12;C;1;0;1;3
1100;PS4123;0;99;9;12;C;;;;
1100;PS4223;0;99;9;12;C;;;;
1100;PS4226;0;99;9;12;C;;;;
1200;CE4119;0;99;9;12;C;;;;
1200;EP1420;0;99;9;12;C;1;0;1;3
1200;EP3420;0;99;9;12;C;1;0;1;3
1200;FS4862;0;99;9;12;C;1;2;1;3
1200;FS4864;0;99;9;12;C;1;2;1;3
1200;FS4865;0;99;9;12;C;1;4;9;12
1200;FS4867;0;99;9;12;C;1;2;1;3
1200;FS4868;0;99;9;12;C;1;2;1;3
1200;FS4872;0;99;9;12;C;1;2;1;3
1200;FS4873;0;99;9;12;C;1;2;1;3
1200;FS4874;0;99;9;12;C;1;2;1;3
1200;FS5811;0;99;9;12;C;1;2;1;3
1200;FS5813;0;99;9;12;C;1;2;1;3
1100;EP1420;0;99;9;12;C;;;;
1100;EP2420;0;99;9;12;C;1;9;4;7
1100;PB5671;0;99;9;12;C;1;1;1;3
1100;PL1214;0;99;9;12;C;1;1;1;3
1100;PL2313;0;99;9;12;C;1;1;1;3
1100;PL4113;0;99;9;12;C;;;;
1100;PL4114;0;99;9;12;C;;;;
1100;PL4115;0;99;9;12;C;;;;
1100;PL4116;0;99;9;12;C;;;;
1100;PL4141;0;99;9;12;C;;;;
1000;FS5895;0;99;9;12;C;1;5;1;3
1000;FS5896;0;99;9;12;C;1;2;1;3
1000;FS5898;0;99;9;12;B;;;;
1000;FS7323;0;99;9;12;C;1;0;1;3
1000;FS7423;0;99;9;12;C;1;8;1;3
1000;MA3531;0;99;9;12;C;;;;
1000;MA5231;0;99;9;12;C;;;;
1000;MA5353;0;99;9;12;C;;;;
1000;MA5521;0;99;9;12;C;;;;
1000;MA5611;0;99;9;12;C;;;;
1000;MA5612;0;99;9;12;C;;;;
1000;MA5613;0;99;9;12;C;;;;
1100;CE2562;0;99;9;12;C;;;;
1100;CE3114;0;99;9;12;C;;;;
1100;CE3251;0;99;9;12;C;;;;
1100;CE3253;0;99;9;12;C;;;;
1100;CE3416;0;99;9;12;C;;;;
1100;CE3419;0;99;9;12;C;;;;
1100;CE3420;0;99;9;12;C;;;;
1100;CE4111;0;99;9;12;C;;;;
1100;CE4119;0;99;9;12;C;;;;
1100;CE4121;0;99;9;12;C;;;;
1100;CE4155;0;99;9;12;C;;;;
1100;CE4156;0;99;9;12;C;;;;
1100;CE4157;0;99;9;12;C;;;;
1100;CE4158;0;99;9;12;C;;;;
1100;CE4255;0;99;9;12;C;;;;
1100;CE4257;0;99;9;12;C;;;;
1100;CE5111;0;99;9;12;C;;;;
1100;CI2461;0;99;9;12;C;;;;
1100;CI2462;0;99;9;12;C;;;;
1100;CI2463;0;99;9;12;C;;;;
1100;CS4111;0;99;9;12;C;1;1;1;3
1100;CS4551;0;99;9;12;C;1;1;1;3
1100;DA4311;0;99;9;12;C;;;;
1100;DA4411;0;99;9;12;C;1;1;1;3
1100;DA4541;0;99;9;12;C;;;;
1100;DA4542;0;99;9;12;C;1;1;1;3
1100;EA3116;0;99;9;12;C;1;1;1;3
1100;EA5416;0;99;9;12;C;;;;
1000;FS5861;0;99;9;12;C;1;8;1;3
1000;FS5871;0;99;9;12;C;1;0;1;3
1000;FS5890;0;99;9;12;C;0;99;9;12
1000;FS5891;0;99;9;12;C;1;5;1;3
1000;FS5892;0;99;9;12;C;1;8;9;12
1000;FS5893;0;99;9;12;C;1;8;9;12
1000;EC2171;0;99;9;12;C;1;0;1;3
1000;EC2262;0;99;9;12;C;1;0;1;3
1000;EC3172;0;99;9;12;C;1;0;1;3
1000;EC3173;0;99;9;12;C;1;0;1;3
1000;EC3273;0;99;9;12;C;1;0;1;3
1000;EP1310;0;99;9;12;C;1;4;9;12
1000;EP1420;0;99;9;12;C;;;;
1000;EP1710;0;99;9;12;C;1;0;1;3
1000;EP2310;0;99;9;12;C;1;4;9;12
1000;EP2710;0;99;9;12;C;1;0;1;3
1000;EP3310;0;99;9;12;C;1;4;9;12
1000;EP3420;0;99;9;12;C;1;4;9;12
1000;EP3710;0;99;9;12;C;1;0;1;3
1000;FS5311;0;99;9;12;C;0;99;9;12
1000;FS5312;0;99;9;12;C;1;5;1;3
1000;FS5314;0;99;9;12;C;1;5;1;3
1000;FS5331;0;99;9;12;C;;;;
1000;FS5411;0;99;9;12;C;0;99;9;12
1000;FS5412;0;99;9;12;C;1;5;1;3
1000;FS5421;0;99;9;12;C;;;;
1000;FS5483;0;99;9;12;C;1;5;1;3
1000;FS5511;0;99;9;12;C;1;2;1;3
1000;FS5611;0;99;9;12;C;1;5;1;3
1000;FS5621;0;99;9;12;C;;;;
1000;FS5711;0;99;9;12;C;1;5;4;7
1000;FS5712;0;99;9;12;C;1;5;1;3
1000;FS5731;0;99;9;12;C;1;1;9;12
1000;FS5811;0;99;9;12;C;;;;
1000;FS5812;0;99;9;12;C;;;;
1000;FS5813;0;99;9;12;C;1;8;1;3
1000;FS5853;0;99;9;12;C;1;8;1;3
1000;FS5854;0;99;9;12;C;1;8;1;3
