COD_ASIGNATURA;SIGLO_PERIODO_DESDE;ANIO_PERIODO_DESDE;MESI_PERIODO_DESDE;MESF_PERIODO_DESDE;NOMBRE_ASIGNATURA;NRO_CREDITOS;NRO_HORAS_TEORIA;NRO_HORAS_LABORATORIO;NRO_HORAS_PRACTICA;TIPO_AULA;COD_TIPO_ASIGNATURA;COD_AREA_ASIGNATURA;COD_CLASE_ASIGNATURA;SIGLO_PERIODO_HASTA;ANIO_PERIODO_HASTA;MESI_PERIODO_HASTA;MESF_PERIODO_HASTA;DESCRIPCION
BC3121;0;83;1;3;Bioquimica I;4;0;0;0;;A;01;EP;0;83;4;7;
BC3181;0;83;1;3;LAB. BIOQUIMICA;2;0;0;0;;B;01;EP;0;89;1;3;
BC3181;0;89;4;7;LABORATORIO BIOQUIMICA;2;0;0;0;;B;01;EP;0;90;1;3;
BC3182;0;83;4;7;LAB.BIOQUIMICA II;2;0;0;0;;B;01;EP;0;99;4;7;
BC3221;0;83;1;3;GENETICA;4;0;0;0;;A;01;EP;0;90;1;3;
BC3281;0;83;1;3;LAB. GENETICA;2;0;0;0;;B;01;EP;0;89;1;3;
BC3281;0;89;4;7;LABORATORIO GENETICA;2;0;0;0;;B;01;EP;0;90;1;3;
BC3421;0;83;4;7;FISIOL.CELULAR;4;0;0;0;;A;01;EP;0;89;4;7;
BC3424;0;83;4;7;INMUNOLOGIA;3;0;0;0;;A;01;EP;0;84;7;8;
BC3424;0;84;9;12;INMUNOBIOLOGIA;3;0;0;0;;A;01;EP;0;86;7;8;
BC3424;0;86;9;12;INMUNOLOGIA;3;0;0;0;;A;01;EP;0;96;9;12;
BC3484;0;83;4;7;LAB.INMUNOLOGIA;1;0;0;0;;B;01;EP;0;84;7;8;
BC3484;0;84;9;12;LAB.INMUNOBIOLOGIA;1;0;0;0;;B;01;EP;0;86;7;8;
BC3484;0;86;9;12;LAB.INMUNOLOGIA;1;0;0;0;;B;01;EP;0;89;4;7;
BC4224;0;84;4;7;TEORIA GEN Y HEREN;3;0;0;0;;A;01;EP;0;94;9;12;
BC4283;0;85;9;12;LAB.GEN.HUMANA;1;0;0;0;;B;01;EP;0;99;4;7;
BC4341;0;83;9;12;INTRO.MICROB.ALIM.;4;0;0;0;;A;01;EP;0;84;4;7;
BC4612;0;83;1;3;TRAB.DIRG.CEL.Y.MO;1;0;0;0;;A;01;EP;0;87;7;8;
BC4612;0;87;9;12;TRABAJO DIRIGIDO;1;0;0;0;;A;01;EP;0;99;1;3;
BC4615;0;83;9;12;TOP.ESP.BIO.CEL.MO;3;0;0;0;;A;01;EP;0;87;4;7;
BC5321;0;83;4;7;MICROBIOLOGIA;3;0;0;0;;A;01;EP;0;84;1;3;
BC5321;0;84;4;7;MIC. GENERAL;3;0;0;0;;A;01;EP;0;87;1;3;
BC5331;0;83;1;3;MICROBIOL.INDUST.;3;0;0;0;;A;01;EP;0;83;9;12;
BC5331;0;84;1;3;MICROBIOL.INDUSTR.;3;0;0;0;;A;01;EP;0;86;9;12;
BC5331;0;87;1;3;MICROBIOL.INDUST.;3;0;0;0;;A;01;EP;0;90;9;12;
BC5341;0;86;9;12;ELEM.MICROBIO.APLI;2;0;0;0;;A;01;EP;0;88;9;12;
BC5381;0;83;4;7;LAB.MICROBIOL;2;0;0;0;;B;01;EP;0;84;1;3;
BC5381;0;84;4;7;LAB.MICROBIOL.GEN;2;0;0;0;;B;01;EP;0;87;1;3;
BC5381;0;87;4;7;LAB.MICROBIOL;2;0;0;0;;B;01;EP;0;90;4;7;
BC5382;0;86;9;12;TEC.MICROBIO.APLIC;1;0;0;0;;B;01;EP;0;87;7;8;
BC5382;0;87;9;12;TEC.MICROBIO.APLIC;2;0;0;0;;B;01;EP;0;88;9;12;
BC5382;0;89;1;3;TECNICAS MICROBIOLOGIA;2;0;0;0;;B;01;EP;0;91;1;3;
BC5431;0;85;4;7;MICROSCOPIA ELECT.;3;0;0;0;;A;01;EP;0;87;1;3;
BC6123;0;85;1;3;TOP.ESP.BIOQUIMICA;3;0;0;0;;A;01;EP;0;90;1;3;
BC6151;0;85;9;12;BIOQUIM.PARASITOS.;3;0;0;0;;A;01;EP;0;88;9;12;
BC6421;0;86;9;12;FISIOLOGIA DE CELU;3;0;0;0;;A;01;EP;0;87;9;12;
BCY211;0;87;1;3;GENETICA.HUM.I;3;0;0;0;;A;01;GP;0;99;4;7;
BCZ212;0;87;4;7;GENETICA.HUM.II;3;0;0;0;;A;01;GP;0;99;4;7;
BIN511;0;75;9;12;ANAL DE ALIMENTOS;0;0;0;0;;A;01;EP;0;76;7;8;
BIN511;0;76;9;12;ANL. DE ALIMENTOS;0;0;0;0;;A;01;EP;0;77;4;7;
BIN513;0;74;4;7;FER INDUSTRIALES;0;0;0;0;;A;01;EP;0;74;9;12;
BIN513;0;75;1;3;FERMENTAC.INDUST.;0;0;0;0;;A;01;EP;0;76;9;12;
BIN515;0;75;4;7;INT.A LA TECN.ALIM;0;0;0;0;;A;01;EP;0;76;1;3;
BIN515;0;76;4;7;INT.TECNO.ALIMENT.;0;0;0;0;;A;01;EP;0;77;1;3;
BIN515;0;77;4;7;INT.A LA TECN.ALIM;3;0;0;0;;A;01;EP;0;78;1;3;
BIN611;0;74;9;12;BIOELECTRONICA;0;0;0;0;;A;01;EP;0;75;7;8;
BIN611;0;75;9;12;BIOLECTRONICA;0;0;0;0;;A;01;EP;0;77;4;7;
BIN612;0;75;1;3;BIOELECTRONICA;0;0;0;0;;A;01;EP;0;76;9;12;
BIN613;0;75;4;7;LAB.DE BIOELECT.;0;0;0;0;;A;01;EP;0;76;1;3;
BIN613;0;76;4;7;LAB.BIOELECTRON.;0;0;0;0;;A;01;EP;0;77;1;3;
BIN621;0;74;9;12;QUIMICA ALIMENTOS;0;0;0;0;;A;01;EP;0;76;7;8;
BIN621;0;76;9;12;QUIM.DE ALIMENTOS;0;0;0;0;;A;01;EP;0;77;4;7;
BIN623;0;76;1;3;OPER.CONSERVACION;0;0;0;0;;A;01;EP;0;76;9;12;
BIN623;0;77;1;3;OPER.CONSERVACION;4;0;0;0;;A;01;EP;0;82;4;7;
BIO211;0;76;9;12;BIO. CELULAR;0;0;0;0;;A;01;EP;0;77;4;7;
BIO232;0;77;1;3;BIOLOG.ORGANISMOS;0;0;0;0;;A;01;EP;0;77;1;3;
BIO291;0;77;1;3;LABORATORIO BIOLOGIA CELULAR;1;0;0;0;;A;01;EP;0;81;9;12;
BIO323;0;78;4;7;BIOQUIMICA I;3;0;0;0;;A;01;EP;0;82;4;7;
BIO396;0;78;4;7;LAB. BIOQUIMICA;1;0;0;0;;A;01;EP;0;82;4;7;
BIO421;0;78;9;12;BIOQUIMICA II;3;0;0;0;;A;01;EP;0;80;4;7;
BIO494;0;78;9;12;LAB.BIOQUIMICA II;1;0;0;0;;A;01;EP;0;80;4;7;
BIO511;0;77;9;12;MIC. GENERAL;4;0;0;0;;A;01;EP;0;78;7;8;
BIO511;0;78;9;12;MIC. GENERAL;2;0;0;0;;A;01;EP;0;80;1;3;
BIO523;0;79;4;7;TOPICOS ESP.BIOQUI;3;0;0;0;;A;01;EP;0;82;1;3;
BO2211;0;83;9;12;BIOL.VEG;4;0;0;0;;A;01;EP;0;88;9;12;
BO2281;0;83;9;12;LAB.BIOL.VEG;2;0;0;0;;B;01;EP;0;88;9;12;
BO2281;0;89;1;3;LABORATORIO BIOLOGIA VEGETAL;2;0;0;0;;B;01;EP;0;89;4;7;
BO2311;0;83;1;3;BIOL.ANIMAL I;4;0;0;0;;A;01;EP;0;89;1;3;
BO2381;0;83;1;3;LAB.BIO.ANIM. I;2;0;0;0;;B;01;EP;0;89;1;3;
BO2381;0;89;4;7;LABORATORIO BIOLOGIA;2;0;0;0;;B;01;EP;0;89;9;12;
BO3221;0;84;9;12;FISIOL.VEGET.COMP.;4;0;0;0;;A;01;EP;0;86;7;8;
BO3221;0;86;9;12;FIS.VEGETAL;4;0;0;0;;A;01;EP;0;88;9;12;
BO3223;0;83;1;3;REP. DES. VEG.;3;0;0;0;;A;01;EP;0;93;9;12;
BO3281;0;84;9;12;LAB.FISIOL.VEGETAL;2;0;0;0;;B;01;EP;0;88;9;12;
BO3281;0;89;1;3;LABORATORIO FISIOLOGIA VEGETAL;2;0;0;0;;B;01;EP;0;89;9;12;
BO3321;0;83;1;3;FIS.ANIMAL;4;0;0;0;;A;01;EP;0;84;7;8;
BO3321;0;84;9;12;FIS. ANIM. COMP.;4;0;0;0;;A;01;EP;0;86;7;8;
BO3321;0;86;9;12;FIS.ANIMAL;4;0;0;0;;A;01;EP;0;88;9;12;
BO3323;0;83;4;7;REPROD.DES.ANIMAL;3;0;0;0;;A;01;EP;0;83;9;12;
BO3323;0;84;1;3;REPROD.DIS.ANIMAL;3;0;0;0;;A;01;EP;0;86;9;12;
BO3323;0;87;1;3;REPROD.DES.ANIMAL;3;0;0;0;;A;01;EP;0;89;1;3;
BO3323;0;89;4;7;REPRODUCCION DESARROLLO;3;0;0;0;;A;01;EP;0;90;1;3;
BO3381;0;83;1;3;LAB.FISIOL.ANIMAL;2;0;0;0;;B;01;EP;0;88;9;12;
BO3381;0;89;1;3;LABORATORIO FISIOLOGIA;2;0;0;0;;B;01;EP;0;89;9;12;
BO3383;0;83;4;7;LAB.REP.DES.ANIMAL;1;0;0;0;;B;01;EP;0;87;9;12;
BO4122;0;83;1;3;TOP.ESP.FIS.Y.MORF;3;0;0;0;;A;01;EP;0;88;9;12;
BO4177;0;83;1;3;TRAB.DIR.FIS.Y MOR;1;0;0;0;;A;01;EP;0;87;7;8;
BO4177;0;87;9;12;TRABAJO DIRIGIDO;1;0;0;0;;A;01;EP;0;99;1;3;
BO4441;0;84;1;3;ANAT.FIS.HUMANA;3;0;0;0;;A;01;EP;0;86;9;12;
BO5222;0;86;1;3;ECOFIS.VEGETAL;3;0;0;0;;A;01;EP;0;86;9;12;
BO5222;0;87;1;3;ECOFIS. VEGETAL;3;0;0;0;;A;01;EP;0;87;9;12;
BO5282;0;86;1;3;LAB.ECOFIS.VEGET.;1;0;0;0;;B;01;EP;0;87;9;12;
BO5322;0;88;9;12;ECOFIS.ANIMAL;3;0;0;0;;A;01;EP;0;90;4;7;
BO5385;0;85;4;7;LAB.ENTOMOLOGIA;2;0;0;0;;B;01;EP;0;95;4;7;
BO6334;0;85;4;7;INMUNOL.DE LA REPR;3;0;0;0;;A;01;EP;0;90;4;7;
CC5141;0;83;4;7;ANAL.EXPER.COND;3;0;0;0;;A;01;EP;0;99;4;7;
CC5421;0;83;1;3;MOD.COND.AMB;3;0;0;0;;A;01;EP;0;99;4;7;
CCB265;0;90;9;12;CEREBRO Y COMUNICACION;3;0;0;0;;A;01;GP;0;90;9;12;
CCD255;0;83;1;3;FAMILIA Y PERSONAL;3;0;0;0;;A;01;GP;0;97;4;7;
CCE264;0;86;1;3;COM.HUM.PROC.Y.EFE;3;0;0;0;;A;01;GP;0;97;4;7;
CCE512;0;83;1;3;TEO.Y PRAC.RELAC.H;3;0;0;0;;A;01;GP;0;96;1;3;
CCF211;0;84;9;12;ANAL.COND.VIOL.;3;0;0;0;;A;01;GP;0;97;4;7;
CCG333;0;84;9;12;OPTIMIZ.TIEMPO.LIB;3;0;0;0;;A;01;GP;0;97;4;7;
CCG413;0;89;4;7;STRESS Y SALUD II;3;0;0;0;;A;01;GP;0;91;1;3;
CCG414;0;86;4;7;RECH.DESV.SOC.;3;0;0;0;;A;01;GP;0;97;4;7;
CCX151;0;83;1;3;ASPEC.FUN.COM.HUM.;3;0;0;0;;A;01;GP;0;97;4;7;
CCX265;0;83;1;3;DINAM.Y COM.GRUP.;3;0;0;0;;A;01;GP;0;84;7;8;
CCX265;0;84;9;12;DINAM.YCOMP.GRUP.;3;0;0;0;;A;01;GP;0;87;1;3;
CCX265;0;87;4;7;DINAM.Y COM.GRUP.;3;0;0;0;;A;01;GP;0;99;4;7;
CCY456;0;83;1;3;ANALIS.COND.AOLIC.;3;0;0;0;;A;01;GP;0;83;9;12;
CCY456;0;84;1;3;ANALIS.EXP.COND.;3;0;0;0;;A;01;GP;0;99;4;7;
CCY458;0;86;1;3;ANAL.Y CONT.TEM.HA;3;0;0;0;;A;01;GP;0;99;4;7;
CCY511;0;87;1;3;INTR.ASESORAMIENTO;3;0;0;0;;A;01;GP;0;89;1;3;
CCY651;0;83;1;3;SEM. MET. ENSE. I;3;0;0;0;;A;01;GP;0;97;4;7;
CCY652;0;83;1;3;UTILI.MEDIOS AUDIO;3;0;0;0;;A;01;GP;0;83;9;12;
CCY652;0;84;1;3;UTILI. MEDIOS AUDI;3;0;0;0;;A;01;GP;0;87;1;3;
CCY652;0;87;4;7;UTILI.MEDIOS AUDIO;3;0;0;0;;A;01;GP;0;94;9;12;
CCZ651;0;83;1;3;SEM. MET. ENS.II;3;0;0;0;;A;01;GP;0;83;7;8;
CCZ651;0;83;9;12;SEM. MET. ENSE. II;3;0;0;0;;A;01;GP;0;86;7;8;
CCZ651;0;86;9;12;SEM. MET. ENS.II;3;0;0;0;;A;01;GP;0;97;4;7;
CE2111;0;83;1;3;INT.A LA MICROECON;3;0;0;0;;A;01;EP;0;88;7;8;
CE2111;0;88;9;12;INTRODUCCION A LA;3;0;0;0;;A;01;EP;0;89;9;12;
CE2112;0;83;1;3;INT.A LA MACROECON;3;0;0;0;;A;01;EP;0;88;7;8;
CE2112;0;88;9;12;INTRODUCCION A LA;3;0;0;0;;A;01;EP;0;89;4;7;
CE2113;0;83;4;7;ECON URB REGIONAL;3;0;0;0;;A;01;EP;0;89;7;8;
CE2113;0;89;9;12;ECONOMIA URBANA REGIONAL;3;0;0;0;;A;01;EP;0;91;1;3;
CE2562;0;96;4;7;GERENCIA DE PROYECTOS;3;0;0;0;;A;01;EP;0;97;9;12;
CE3114;0;83;1;3;ECON.DE LA EMPRESA;3;0;0;0;;A;01;EP;0;87;1;3;
CE3121;0;83;4;7;EVAL.PROG.Y PROY.;3;0;0;0;;A;01;EP;0;88;9;12;
CE3122;0;83;1;3;EVAL.DE PROYECTOS;3;0;0;0;;A;01;EP;0;83;7;8;
CE3122;0;83;9;12;FORMUL DE PROYECTO;3;0;0;0;;A;01;EP;0;86;7;8;
CE3122;0;86;9;12;EVAL.DE PROYECTOS;3;0;0;0;;A;01;EP;0;88;9;12;
CE3251;0;83;1;3;CONTAB.GERENCIAL;3;0;0;0;;A;01;EP;0;87;1;3;
CE4118;0;83;1;3;ESTADISTICA INDUST;3;0;0;0;;A;01;EP;0;87;4;7;
CE4124;0;83;1;3;ADM.Y.CONT.PRODUC.;3;0;0;0;;A;01;EP;0;92;1;3;
CE4254;0;83;1;3;ADMON. MERCADOS;3;0;0;0;;A;01;EP;0;89;1;3;
CE4254;0;89;4;7;ADMINISTRACION MERCADOS;3;0;0;0;;A;01;EP;0;91;4;7;
CE4255;0;83;1;3;ADMON. PERSONAL;3;0;0;0;;A;01;EP;0;87;4;7;
CE4256;0;83;4;7;EVAL. Y DIAG. EMPR;3;0;0;0;;A;01;EP;0;83;9;12;
CE4256;0;84;1;3;EVAL.Y DIAG. EMPR.;3;0;0;0;;A;01;EP;0;86;9;12;
CE4256;0;87;1;3;EVAL. Y DIAG. EMPR;3;0;0;0;;A;01;EP;0;99;4;7;
CE4257;0;84;9;12;FORM.DIREC.PEQ.IND;3;0;0;0;;A;01;EP;0;89;1;3;
CEA311;0;76;9;12;INT A LA ECONOMIA;0;0;0;0;;A;01;EP;0;76;9;12;
CEA411;0;72;9;12;MACROECONOMIA;0;0;0;0;;A;01;EP;0;73;1;3;
CEA411;0;73;4;7;MACROECONOMIA;3;0;0;0;;A;01;EP;0;73;7;8;
CEA411;0;73;9;12;MACROECONOMIA;0;0;0;0;;A;01;EP;0;75;7;8;
CEA411;0;75;9;12;ECONOMIA;0;0;0;0;;A;01;EP;0;76;9;12;
CEA412;0;73;1;3;ECONOM DE LA EMPR;0;0;0;0;;A;01;EP;0;73;1;3;
CEA412;0;73;4;7;ECONOMIA DE LA EMP;0;0;0;0;;A;01;EP;0;73;7;8;
CEA412;0;73;9;12;ECONOMIA DE LA E;3;0;0;0;;A;01;EP;0;73;9;12;
CEA412;0;74;1;3;ECONOM DE LA EMPR;0;0;0;0;;A;01;EP;0;74;1;3;
CEA412;0;74;4;7;ECON DE LA EMPRESA;0;0;0;0;;A;01;EP;0;74;7;8;
CEA412;0;74;9;12;ECONOM.DE LA EMP.;0;0;0;0;;A;01;EP;0;74;9;12;
CEA412;0;75;1;3;ECON.DE LA EMPRESA;0;0;0;0;;A;01;EP;0;75;7;8;
CEA412;0;75;9;12;ECONOMIA;0;0;0;0;;A;01;EP;0;76;9;12;
CEA413;0;74;1;3;PROC BULEMATICOS;3;0;0;0;;A;01;EP;0;74;1;3;
CEA413;0;74;4;7;PROC. BULEMATICOS;0;0;0;0;;A;01;EP;0;74;4;7;
CEA415;0;76;1;3;ECONOM ELECTRICA;0;0;0;0;;A;01;EP;0;76;9;12;
CEA521;0;75;9;12;ESTADISTICA INDUST;0;0;0;0;;A;01;EP;0;76;9;12;
CEA522;0;75;1;3;PROGRAM.MATEMATICA;0;0;0;0;;A;01;EP;0;75;9;12;
CEA522;0;76;1;3;PROG MATEMATICA;0;0;0;0;;A;01;EP;0;76;9;12;
CEA523;0;75;9;12;ADMIN.FINANCIERA;0;0;0;0;;A;01;EP;0;76;7;8;
CEA523;0;76;9;12;ADM FINANCIERA;0;0;0;0;;A;01;EP;0;77;4;7;
CEA533;0;76;4;7;PRODUCC E INVENT;0;0;0;0;;A;01;EP;0;80;1;3;
CEA543;0;75;4;7;MERCADOTECNIA;0;0;0;0;;A;01;EP;0;77;1;3;
CEB114;0;83;1;3;POLI.Y.ECONO;3;0;0;0;;A;01;GP;0;83;7;8;
CEB114;0;83;9;12;EVO.PENS.ECONOM.;3;0;0;0;;A;01;GP;0;86;9;12;
CEB114;0;87;1;3;POLI.Y.ECONO;3;0;0;0;;A;01;GP;0;89;1;3;
CEB343;0;83;1;3;DOCTRIN.ECON.-POLI;3;0;0;0;;A;01;GP;0;83;7;8;
CEB343;0;83;9;12;EVOL.DEL PENS.POL.;3;0;0;0;;A;01;GP;0;86;4;7;
CEC224;0;97;1;3;TERCER MUNDO Y GLOBALIZACION;3;0;0;0;;A;01;GP;0;97;4;7;
CED114;0;86;9;12;COMPUTACION Y PRB;3;0;0;0;;A;01;GP;0;88;9;12;
CED251;0;83;1;3;PROB.AD.PUBL.VZLA;3;0;0;0;;A;01;GP;0;99;4;7;
CEY342;0;83;4;7;COR.DEL PEN.POL.I;3;0;0;0;;A;01;GP;0;83;9;12;
CEY342;0;84;1;3;COR. DEL PEN. POLI;3;0;0;0;;A;01;GP;0;86;4;7;
CEZ342;0;83;1;3;CORR.PEN.POL.II;3;0;0;0;;A;01;GP;0;83;7;8;
CEZ342;0;83;9;12;CORRIEN. PENS. POL;3;0;0;0;;A;01;GP;0;86;9;12;
CI1111;0;89;9;12;INFORMATICA I;2;0;0;0;;A;01;EP;0;90;4;7;
CI1113;0;90;4;7;INFORMATICA;1;0;0;0;;A;01;EP;0;90;4;7;
CI2122;0;90;9;12;PROGRAMACION;3;0;0;0;;A;01;EP;0;94;9;12;
CI2461;0;90;4;7;DIBUJO POR COMPUTADORA.I;1;0;0;0;;A;01;EP;0;90;9;12;
CI2461;0;91;1;3;C.A.D.D. I;1;0;0;0;;A;01;EP;0;93;4;7;
CI2462;0;90;4;7;DIBUJO POR COMPUTADORA II;1;0;0;0;;A;01;EP;0;91;1;3;
CI2462;0;91;4;7;C.A.D.D. II;1;0;0;0;;A;01;EP;0;93;4;7;
CI2611;0;90;1;3;ALGORITMOS Y ESTRUCTURAS I;3;0;0;0;;A;01;EP;0;94;7;8;
CI2611;0;94;9;12;ALGORITMOS Y ESTRUCTURAS I;5;0;0;0;;A;01;EP;0;94;9;12;
CI2691;0;90;1;3;TALLER DE ALGORITMOS.I;2;0;0;0;;A;01;EP;0;94;4;7;
CI3321;0;89;9;12;INTERFACES CON EL USUARIO;1;0;0;0;;A;01;EP;0;95;1;3;
CI3721;0;89;9;12;TRADUCTORES E INTERPRETADORES;3;0;0;0;;A;01;EP;0;91;1;3;
CI4321;0;90;1;3;COMPUTACION GRAFICA;4;0;0;0;;A;01;EP;0;91;4;7;
CI4722;0;90;9;12;LENGUAJES DE PROGRAMACION;4;0;0;0;;A;01;EP;0;91;4;7;
CI4831;0;90;9;12;REDES EN COMPUTADORES;3;0;0;0;;A;01;EP;0;91;1;3;
CI5321;0;90;4;7;COMPUTACION GRAFICA III;4;0;0;0;;A;01;EP;0;91;9;12;
CI5322;0;98;4;7;COMPILACION GRAFICA III;4;0;0;0;;A;01;EP;0;99;9;12;
CIS213;0;76;4;7;INT SOC URBANA;0;0;0;0;;A;01;EP;0;77;1;3;
CIS311;0;76;9;12;DINAM SOC URBANA;0;0;0;0;;A;01;EP;0;76;9;12;
CIS322;0;77;1;3;TEC.INV.CS.SOCIAL.;3;0;0;0;;A;01;EP;0;82;4;7;
CMT213;0;75;9;12;MATERIALES;0;0;0;0;;A;01;EP;0;77;1;3;
CMT321;0;76;9;12;CIENC DE LOS MATER;0;0;0;0;;A;01;EP;0;76;9;12;
CMT323;0;77;4;7;CIENC DE LOS MATER;4;0;0;0;;A;01;EP;0;79;4;7;
CMT329;0;78;9;12;TERMOD.METALURG.;3;0;0;0;;A;01;EP;0;79;4;7;
CMT353;0;78;4;7;PROP.FISICAS DE PO;3;0;0;0;;A;01;EP;0;79;7;8;
CMT353;0;79;9;12;PROP.FISICAS DE PO;4;0;0;0;;A;01;EP;0;81;9;12;
CMT411;0;75;9;12;CIENCIA MATERIALES;0;0;0;0;;A;01;EP;0;76;9;12;
CMT412;0;73;1;3;CIENCIA MATERIALES;0;0;0;0;;A;01;EP;0;76;9;12;
CMT492;0;75;9;12;LAB CIENCIA MATER;0;0;0;0;;A;01;EP;0;76;1;3;
CMT492;0;76;4;7;METALUGIA;0;0;0;0;;A;01;EP;0;76;9;12;
CO3411;0;97;9;12;PROGRAMACION LINEAL;4;0;0;0;;A;01;EP;0;98;4;7;
CS2111;0;83;1;3;INT SOC URBANA;3;0;0;0;;A;01;EP;0;89;9;12;
CS3111;0;83;1;3;DINAM SOC URBANA;4;0;0;0;;A;01;EP;0;91;9;12;
CS3112;0;83;4;7;TEC.INV.CS.SOCIAL.;4;0;0;0;;A;01;EP;0;93;7;8;
CS5111;0;90;4;7;GERENCIA TECNOL. Y ELECTRO;3;0;0;0;;A;01;EP;0;95;9;12;
CSA111;0;83;1;3;INT.AL SIGLO XX I;3;0;0;0;;A;01;GB;0;83;7;8;
CSA111;0;83;9;12;INTRODUCCION AL SIGLO XXI;3;0;0;0;;A;01;GB;0;83;9;12;
CSA111;0;84;1;3;INT.AL SIGLO XX I;3;0;0;0;;A;01;GB;0;87;1;3;
CSA111;0;87;4;7;Introduccion al Siglo XX;3;0;0;0;;A;01;GB;0;87;7;8;
CSA111;0;87;9;12;INT.AL SIGLO XX I;3;0;0;0;;A;01;GB;0;88;9;12;
CSA111;0;89;1;3;INTRODUCCION AL SIGLO XX I;3;0;0;0;;A;01;GB;0;89;7;8;
CSA112;0;83;1;3;INT.AL SIGLO XX II;3;0;0;0;;A;01;GB;0;83;9;12;
CSA112;0;84;1;3;INTRODUCCION AL SIGLO;3;0;0;0;;A;01;GB;0;84;1;3;
CSA112;0;84;4;7;INT.AL SIGLO XX II;3;0;0;0;;A;01;GB;0;88;9;12;
CSA112;0;89;1;3;INTRODUCCION AL SIGLO XX II;3;0;0;0;;A;01;GB;0;92;1;3;
CSA113;0;83;1;3;INTRODUCCION AL SIGLO XX III;3;0;0;0;;A;01;GB;0;83;7;8;
CSA113;0;83;9;12;INTRODUCCION AL SIGLO XX III;3;0;0;0;;A;01;GB;0;84;1;3;
CSA113;0;84;4;7;INTRODUCCION AL SIGLO XX III;3;0;0;0;;A;01;GB;0;84;7;8;
CSA113;0;84;9;12;INTRODUCCION AL SIGLO XX III;3;0;0;0;;A;01;GB;0;86;7;8;
CSA113;0;86;9;12;INT AL SIG.XX III;3;0;0;0;;A;01;GB;0;86;9;12;
CSA113;0;87;1;3;Introduccion al Siglo XX;3;0;0;0;;A;01;GB;0;87;1;3;
CSA113;0;87;4;7;INT AL SIG.XX III;3;0;0;0;;A;01;GB;0;88;9;12;
CSA113;0;89;1;3;INTRODUCCION AL SIGLO XX III;3;0;0;0;;A;01;GB;0;92;1;3;
CSB113;0;85;9;12;SOCIOL.CONTEMP.;3;0;0;0;;A;01;GP;0;99;4;7;
CSB211;0;83;9;12;FORM.EVOL.MUN.CONT;3;0;0;0;;A;01;GP;0;89;9;12;
CSB511;0;83;1;3;PINTURA CONTEMP.;3;0;0;0;;A;01;GP;0;89;4;7;
CSD314;0;83;4;7;ORI.PARTID.POL.VEN;3;0;0;0;;A;01;GP;0;83;7;8;
CSD314;0;83;9;12;PARTIDOS POL.VENEZ;3;0;0;0;;A;01;GP;0;89;9;12;
CSD314;0;90;1;3;ORI.PARTID.POL.VEN;3;0;0;0;;A;01;GP;0;94;4;7;
CSD611;0;83;1;3;INTROD.A LA MUSICA;3;0;0;0;;A;01;GP;0;83;7;8;
CSD611;0;83;9;12;LA MUSICA EN VENEZ;3;0;0;0;;A;01;GP;0;99;4;7;
CSE111;0;83;1;3;LOS MED.DE COM.SOC;3;0;0;0;;A;01;GP;0;88;9;12;
CSE111;0;89;1;3;LOS MEDIOS DE COMUNICAC;3;0;0;0;;A;01;GP;0;99;4;7;
CSE611;0;83;1;3;LENG.DE LA MUSICA;3;0;0;0;;A;01;GP;0;83;7;8;
CSE611;0;83;9;12;INT.A LA MUSICA I;3;0;0;0;;A;01;GP;0;99;4;7;
CSX111;0;87;1;3;INTROD.AL.FEN.HUMA;3;0;0;0;;A;01;GP;0;88;9;12;
CSX111;0;89;1;3;INTRODUCCION AL HECHO;3;0;0;0;;A;01;GP;0;89;4;7;
CSX112;0;86;1;3;MACH.IDEO.JUD-CRIS;3;0;0;0;;A;01;GP;0;86;9;12;
CSX113;0;86;4;7;FUTBOL:DEP Y CUL.;3;0;0;0;;A;01;GP;0;91;9;12;
CSX114;0;86;9;12;EL MACHISMO EN VEN;3;0;0;0;;A;01;GP;0;99;4;7;
CSX115;0;86;9;12;LA INGENIERIA.EN.V;3;0;0;0;;A;01;GP;0;89;9;12;
CSX116;0;87;4;7;LAS.PROF.EN.VENEZU;3;0;0;0;;A;01;GP;0;88;9;12;
CSX117;0;87;9;12;LA MUJER Y LA EDUCACION;3;0;0;0;;A;01;GP;0;89;4;7;
CSX213;0;84;1;3;INT.HIST.SIGLO XXI;3;0;0;0;;A;01;GP;0;86;4;7;
CSX223;0;87;4;7;2DA.GUERRA MUN.I;3;0;0;0;;A;01;GP;0;99;4;7;
CSX311;0;84;4;7;DEMOCRACIA EN VENE;3;0;0;0;;A;01;GP;0;99;4;7;
CSX314;0;85;4;7;REL.EEUU-VZLA.;3;0;0;0;;A;01;GP;0;87;4;7;
CSX333;0;90;1;3;LA INTEGRACION LATINOAMERICANA;3;0;0;0;;A;01;GP;0;94;9;12;
CSX513;0;86;1;3;INTRO.CUL.OCT;3;0;0;0;;A;01;GP;0;86;9;12;
CSX538;0;92;9;12;LAS VANGUARDIAS ESTETICAS;3;0;0;0;;A;01;GP;0;93;9;12;
CSX611;0;86;1;3;PRACTICA CORAL;3;0;0;0;;A;01;GP;0;88;4;7;
CSX612;0;87;1;3;PRA.COR.INST.MUS.V;3;0;0;0;;A;01;GP;0;99;4;7;
CSX613;0;86;9;12;PRA.INST.Y/O.VOCAL;3;0;0;0;;A;01;GP;0;99;4;7;
CSX614;0;86;1;3;TALLER DE AUD.MUS;3;0;0;0;;A;01;GP;0;99;4;7;
