COD_CARRERA;COD_ASIGNATURA;SIGLO_PERIODO_DESDE;ANIO_PERIODO_DESDE;MESI_PERIODO_DESDE;MESF_PERIODO_DESDE;NRO_TRIMESTRE;MODALIDAD;SIGLO_PERIODO_HASTA;ANIO_PERIODO_HASTA;MESI_PERIODO_HASTA;MESF_PERIODO_HASTA
1200;FS4853;0;99;9;12;11;SM;1;2;1;3
1200;FS4854;0;99;9;12;10;SM;1;2;1;3
1200;FS4856;0;99;9;12;12;SM;1;2;1;3
1200;FS4857;0;99;9;12;11;SM;1;2;1;3
1200;FS4863;0;99;9;12;12;SM;1;2;1;3
1200;FS4866;0;99;9;12;12;SM;1;4;9;12
1200;FS5843;0;99;9;12;15;SM;1;4;9;12
1200;GC2111;0;99;9;12;4;SM;;;;
1200;GC2212;0;99;9;12;5;SM;;;;
1200;GC2213;0;99;9;12;6;SM;;;;
1200;GC3111;0;99;9;12;7;SM;1;10;9;12
1200;GC3114;0;99;9;12;8;SM;1;4;9;12
1200;GC3211;0;99;9;12;7;SM;;;;
1200;GC3212;0;99;9;12;9;SM;1;10;9;12
1200;GC3213;0;99;9;12;9;SM;0;99;9;12
1200;GC3214;0;99;9;12;7;SM;0;99;9;12
1200;GC3311;0;99;9;12;8;SM;0;99;9;12
1200;GC3312;0;99;9;12;9;SM;0;99;9;12
1200;GC3381;0;99;9;12;9;SM;1;5;7;8
1200;GC4121;0;99;9;12;10;SM;1;0;1;3
1200;GC4122;0;99;9;12;10;SM;1;10;9;12
1200;GC4132;0;99;9;12;11;SM;;;;
1200;GC4133;0;99;9;12;12;SM;1;10;9;12
1200;GC4311;0;99;9;12;10;SM;;;;
1200;GC4312;0;99;9;12;11;SM;1;10;9;12
1200;GC4313;0;99;9;12;11;SM;1;10;9;12
1200;MA2112;0;99;9;12;5;SM;;;;
1200;MA2113;0;99;9;12;6;SM;;;;
1200;MA2115;0;99;9;12;4;SM;1;1;7;8
1200;MA3111;0;99;9;12;7;SM;;;;
1501;CE3251;0;99;9;12;12;SM;;;;
1501;CT1211;0;99;9;12;13;SM;;;;
1501;CT3331;0;99;9;12;13;SM;;;;
1501;FS2181;0;99;9;12;4;SM;;;;
1501;FS2211;0;99;9;12;4;SM;1;1;7;8
1501;FS2212;0;99;9;12;5;SM;;;;
1501;FS2281;0;99;9;12;5;SM;;;;
1501;FS2411;0;99;9;12;7;SM;;;;
1501;MA2112;0;99;9;12;5;SM;;;;
1501;MA2113;0;99;9;12;6;SM;;;;
1501;MA2115;0;99;9;12;4;SM;1;1;7;8
1501;MC1412;0;99;9;12;5;SM;1;7;1;3
1501;MC2113;0;99;9;12;6;SM;;;;
1501;MC3121;0;99;9;12;10;SM;1;4;9;12
1501;MC3126;0;99;9;12;11;SM;;;;
1501;MT2185;0;99;9;12;11;SM;;;;
1501;MT2311;0;99;9;12;10;SM;1;5;7;8
1501;MT2382;0;99;9;12;12;SM;;;;
1501;MT2383;0;99;9;12;10;SM;;;;
1501;MT2384;0;99;9;12;15;SM;;;;
1501;MT2411;0;99;9;12;6;SM;1;8;4;7
1501;MT2412;0;99;9;12;7;SM;1;7;1;3
1501;MT2481;0;99;9;12;7;SM;;;;
1501;MT2482;0;99;9;12;8;SM;1;7;4;7
1501;MT3311;0;99;9;12;11;SM;0;99;9;12
1501;MT3312;0;99;9;12;14;SM;0;99;9;12
1501;MT3313;0;99;9;12;9;SM;1;5;7;8
1501;MT3314;0;99;9;12;9;SM;1;5;7;8
1501;MT3315;0;99;9;12;11;SM;;;;
1501;MT3316;0;99;9;12;11;SM;;;;
1501;MT3317;0;99;9;12;12;SM;;;;
1501;MT3411;0;99;9;12;8;SM;0;99;9;12
1501;MT3483;0;99;9;12;9;SM;1;7;9;12
1501;MT4411;0;99;9;12;9;SM;1;5;7;8
1501;MT5511;0;99;9;12;14;SM;;;;
1501;PS1316;0;99;9;12;11;SM;;;;
1501;QM1121;0;99;9;12;4;SM;1;0;7;8
1501;QM1122;0;99;9;12;5;SM;;;;
1501;QM1181;0;99;9;12;6;SM;;;;
1501;TF1121;0;99;9;12;7;SM;1;3;9;12
1501;TF1211;0;99;9;12;8;SM;;;;
1501;TF1221;0;99;9;12;9;SM;1;2;7;8
1501;TF2241;0;99;9;12;10;SM;1;6;7;8
1502;CE3251;0;99;9;12;15;SM;;;;
1502;FS2181;0;99;9;12;4;SM;;;;
1502;FS2211;0;99;9;12;4;SM;1;1;7;8
1502;FS2212;0;99;9;12;5;SM;;;;
1502;FS2281;0;99;9;12;5;SM;;;;
1502;MA2112;0;99;9;12;5;SM;;;;
1502;MA2113;0;99;9;12;6;SM;;;;
1502;MA2115;0;99;9;12;4;SM;1;1;7;8
1502;MC2113;0;99;9;12;7;SM;;;;
1502;MC2511;0;99;9;12;9;SM;1;1;9;12
1502;MC2512;0;99;9;12;10;SM;;;;
1502;MC2513;0;99;9;12;11;SM;;;;
1502;MC2514;0;99;9;12;12;SM;;;;
1502;MC2515;0;99;9;12;14;SM;;;;
1502;MC2516;0;99;9;12;12;SM;;;;
1502;MC2582;0;99;9;12;11;SM;;;;
1502;MC2583;0;99;9;12;12;SM;;;;
1502;MC2584;0;99;9;12;14;SM;1;9;1;3
1502;MC3121;0;99;9;12;10;SM;1;4;9;12
1502;MC3126;0;99;9;12;10;SM;;;;
1502;MC3127;0;99;9;12;11;SM;1;2;7;8
1502;MT2231;0;99;9;12;8;SM;1;5;7;8
1502;MT2242;0;99;9;12;8;SM;1;5;7;8
1502;MT2243;0;99;9;12;9;SM;1;0;1;3
1502;MT2283;0;99;9;12;11;SM;;;;
1502;MT2284;0;99;9;12;10;SM;1;4;9;12
1502;MT2411;0;99;9;12;6;SM;1;8;4;7
1502;MT3232;0;99;9;12;10;SM;1;3;7;8
1502;MT3242;0;99;9;12;9;SM;1;0;1;3
1502;MT3251;0;99;9;12;11;SM;;;;
1502;MT3283;0;99;9;12;12;SM;;;;
1502;MT3284;0;99;9;12;10;SM;;;;
1502;MT3285;0;99;9;12;11;SM;;;;
1502;MT5511;0;99;9;12;14;SM;;;;
1502;PS1316;0;99;9;12;15;SM;;;;
1502;PS5115;0;99;9;12;6;SM;1;7;1;3
1502;QM1121;0;99;9;12;4;SM;1;0;7;8
1502;QM1122;0;99;9;12;5;SM;;;;
1502;QM1181;0;99;9;12;6;SM;;;;
1502;QM2421;0;99;9;12;6;SM;1;9;4;7
1502;QM2422;0;99;9;12;7;SM;;;;
1502;QM2487;0;99;9;12;7;SM;;;;
1502;TF1121;0;99;9;12;7;SM;1;3;9;12
1502;TF1211;0;99;9;12;8;SM;;;;
1502;TF1221;0;99;9;12;8;SM;1;2;7;8
1502;TF2241;0;99;9;12;10;SM;1;6;7;8
1503;CE3251;0;99;9;12;12;SM;;;;
1503;CT1211;0;99;9;12;14;SM;;;;
1503;CT3331;0;99;9;12;13;SM;;;;
1503;FS2181;0;99;9;12;4;SM;;;;
1503;FS2211;0;99;9;12;4;SM;1;1;7;8
1503;FS2212;0;99;9;12;5;SM;;;;
1503;FS2281;0;99;9;12;5;SM;;;;
1503;FS2411;0;99;9;12;7;SM;;;;
1503;MA2112;0;99;9;12;5;SM;;;;
1503;MA2113;0;99;9;12;6;SM;;;;
1503;MA2115;0;99;9;12;4;SM;1;1;7;8
1503;MC1412;0;99;9;12;5;SM;1;7;1;3
1503;MC2131;0;99;9;12;9;SM;;;;
1503;MC3111;0;99;9;12;6;SM;;;;
1503;MC3112;0;99;9;12;7;SM;;;;
1503;MC3613;0;99;9;12;9;SM;1;5;7;8
1503;MC3614;0;99;9;12;10;SM;;;;
1503;MC3615;0;99;9;12;14;SM;1;10;9;12
1503;MC3683;0;99;9;12;10;SM;;;;
1503;MC3684;0;99;9;12;11;SM;;;;
1503;MC3685;0;99;9;12;15;SM;;;;
1503;MC4131;0;99;9;12;10;SM;1;0;7;8
1503;MC4132;0;99;9;12;11;SM;;;;
1503;MT2112;0;99;9;12;11;SM;1;7;1;3
1503;MT2113;0;99;9;12;13;SM;;;;
1503;MT2383;0;99;9;12;15;SM;;;;
1503;MT2384;0;99;9;12;12;SM;;;;
1503;MT2411;0;99;9;12;6;SM;1;8;4;7
1503;MT2412;0;99;9;12;7;SM;1;7;1;3
1503;MT2481;0;99;9;12;7;SM;;;;
1503;MT2482;0;99;9;12;8;SM;1;7;4;7
1503;MT3312;0;99;9;12;11;SM;0;99;9;12
1503;MT3314;0;99;9;12;14;SM;1;5;7;8
1503;MT3411;0;99;9;12;8;SM;0;99;9;12
1503;MT3483;0;99;9;12;9;SM;1;7;9;12
1503;MT4411;0;99;9;12;12;SM;1;5;7;8
1503;MT5511;0;99;9;12;14;SM;;;;
1503;PS1316;0;99;9;12;12;SM;;;;
1503;QM1121;0;99;9;12;4;SM;1;0;7;8
1503;QM1122;0;99;9;12;5;SM;;;;
1503;QM1181;0;99;9;12;6;SM;;;;
1503;TF1121;0;99;9;12;8;SM;1;3;9;12
1503;TF1211;0;99;9;12;8;SM;;;;
1503;TF1221;0;99;9;12;9;SM;1;2;7;8
1504;CE3251;0;99;9;12;12;SM;;;;
1504;CT1211;0;99;9;12;14;SM;;;;
1504;CT3331;0;99;9;12;13;SM;;;;
1504;EC4881;0;99;9;12;13;SM;;;;
1504;FS2181;0;99;9;12;4;SM;;;;
1504;FS2211;0;99;9;12;4;SM;1;1;7;8
1504;FS2212;0;99;9;12;5;SM;;;;
1504;FS2281;0;99;9;12;5;SM;;;;
1504;FS2411;0;99;9;12;7;SM;;;;
1504;MA2112;0;99;9;12;5;SM;;;;
1504;MA2113;0;99;9;12;6;SM;;;;
1504;MA2115;0;99;9;12;4;SM;1;1;7;8
1504;MC1412;0;99;9;12;5;SM;1;7;1;3
1504;MC2113;0;99;9;12;6;SM;;;;
1504;MC3121;0;99;9;12;11;SM;1;4;9;12
1504;MT2112;0;99;9;12;9;SM;1;7;1;3
1504;MT2114;0;99;9;12;8;SM;1;5;7;8
1504;MT2117;0;99;9;12;9;SM;;;;
1504;MT2185;0;99;9;12;9;SM;;;;
1504;MT2218;0;99;9;12;10;SM;;;;
1504;MT2221;0;99;9;12;10;SM;1;5;7;8
1504;MT2223;0;99;9;12;11;SM;;;;
1504;MT2224;0;99;9;12;12;SM;;;;
1504;MT2226;0;99;9;12;11;SM;1;5;7;8
1504;MT2228;0;99;9;12;12;SM;;;;
1504;MT2285;0;99;9;12;10;SM;;;;
1504;MT2286;0;99;9;12;11;SM;;;;
1504;MT2288;0;99;9;12;12;SM;;;;
1504;MT2411;0;99;9;12;6;SM;1;8;4;7
1504;MT2412;0;99;9;12;7;SM;1;7;1;3
1504;MT2413;0;99;9;12;8;SM;1;7;9;12
1504;MT2481;0;99;9;12;7;SM;;;;
1504;MT2482;0;99;9;12;8;SM;1;7;4;7
1504;MT4411;0;99;9;12;10;SM;1;5;7;8
1504;PS1316;0;99;9;12;9;SM;;;;
1504;QM1122;0;99;9;12;5;SM;;;;
1504;QM1181;0;99;9;12;6;SM;;;;
1504;TF1121;0;99;9;12;7;SM;1;3;9;12
1504;TF1221;0;99;9;12;8;SM;1;2;7;8
1504;TF2241;0;99;9;12;10;SM;1;6;7;8
1700;CE2111;0;99;9;12;6;SM;1;0;7;8
1700;CE3116;0;99;9;12;11;SM;1;0;7;8
1700;CE3251;0;99;9;12;7;SM;1;0;7;8
1700;CE4258;0;99;9;12;12;SM;1;0;7;8
1700;CE4261;0;99;9;12;12;SM;1;0;4;7
1700;CI2122;0;99;9;12;6;SM;1;1;4;7
1700;CO3121;0;99;9;12;7;SM;;;;
1700;CO3311;0;99;9;12;9;SM;0;99;9;12
1700;CO4311;0;99;9;12;11;SM;0;99;9;12
1700;CT3331;0;99;9;12;8;SM;1;0;7;8
1700;EC2174;0;99;9;12;7;SM;1;0;9;12
1700;EC3514;0;99;9;12;10;SM;1;0;9;12
1700;EC4541;0;99;9;12;12;SM;1;5;9;12
1700;EP1317;0;99;9;12;13;SM;;;;
1700;EP1420;0;99;9;12;10;SM;;;;
1700;EP2317;0;99;9;12;14;SM;;;;
1700;EP3317;0;99;9;12;15;SM;;;;
1700;EP3420;0;99;9;12;13;SM;1;3;1;3
1700;FS2181;0;99;9;12;4;SM;1;8;7;8
1700;FS2211;0;99;9;12;4;SM;1;1;7;8
1700;FS2212;0;99;9;12;5;SM;;;;
1700;FS2281;0;99;9;12;5;SM;;;;
1700;MA2111;0;99;9;12;4;SM;1;2;4;7
1700;MA2112;0;99;9;12;5;SM;;;;
1700;MA2113;0;99;9;12;6;SM;;;;
1700;MA2115;0;99;9;12;4;SM;1;1;7;8
1700;MC1412;0;99;9;12;6;SM;1;2;4;7
1700;MC2113;0;99;9;12;7;SM;1;2;4;7
1700;MC2114;0;99;9;12;7;SM;1;0;1;3
1700;MC2131;0;99;9;12;5;SM;0;99;9;12
1700;MC3612;0;99;9;12;9;SM;1;2;1;3
1700;MC3617;0;99;9;12;10;SM;1;1;9;12
1700;MC3618;0;99;9;12;11;SM;0;99;9;12
1700;MC4121;0;99;9;12;10;SM;1;0;9;12
1700;MC4623;0;99;9;12;11;SM;0;99;9;12
1700;MC5622;0;99;9;12;10;SM;1;2;1;3
1700;MT1113;0;99;9;12;7;SM;1;2;1;3
1700;PS4313;0;99;9;12;9;SM;1;2;1;3
1700;PS4350;0;99;9;12;11;SM;1;6;1;3
1700;QM1121;0;99;9;12;4;SM;1;0;7;8
1700;TF1121;0;99;9;12;8;SM;1;2;1;3
1700;TF1221;0;99;9;12;9;SM;1;2;1;3
1900;BC3121;0;99;9;12;7;SM;1;0;7;8
1900;BC3122;0;99;9;12;8;SM;;;;
1900;BC3181;0;99;9;12;7;SM;1;0;7;8
1900;BC3221;0;99;9;12;8;SM;1;2;7;8
1900;BC3281;0;99;9;12;8;SM;1;1;4;7
1900;BC3421;0;99;9;12;9;SM;1;2;1;3
1900;BC6153;0;99;9;12;10;SM;;;;
1900;BO2211;0;99;9;12;4;SM;1;0;7;8
1900;BO2281;0;99;9;12;4;SM;1;0;7;8
1900;BO2311;0;99;9;12;5;SM;;;;
1900;BO2381;0;99;9;12;5;SM;;;;
1900;BO3281;0;99;9;12;11;SM;1;7;1;3
1900;BO3321;0;99;9;12;10;SM;1;5;1;3
1900;BO3381;0;99;9;12;11;SM;1;5;1;3
1900;CO2121;0;99;9;12;5;SM;1;10;4;7
1900;CO2122;0;99;9;12;6;SM;;;;
1900;CO2123;0;99;9;12;7;SM;;;;
1900;EA2111;0;99;9;12;10;SM;1;12;4;7
1900;EA2181;0;99;9;12;10;SM;1;2;1;3
1900;EA2182;0;99;9;12;9;SM;1;5;1;3
1900;EA2312;0;99;9;12;6;SM;1;5;1;3
1900;EP1219;0;99;9;12;8;SM;1;2;9;12
1900;EP1319;0;99;9;12;13;SM;1;11;9;12
1900;EP1419;0;99;9;12;13;SM;1;11;9;12
1900;EP1519;0;99;9;12;14;SM;1;11;9;12
1900;EP1619;0;99;9;12;15;SM;1;11;9;12
1900;EP2219;0;99;9;12;10;SM;1;2;9;12
1900;FS3151;0;99;9;12;6;SM;;;;
1900;MA2115;0;99;9;12;4;SM;1;1;7;8
1900;PB3623;0;99;9;12;9;SM;;;;
1900;QM1121;0;99;9;12;4;SM;1;0;7;8
1900;QM1122;0;99;9;12;5;SM;1;1;7;8
1900;QM1181;0;99;9;12;5;SM;;;;
1900;QM1182;0;99;9;12;6;SM;;;;
1900;QM2421;0;99;9;12;6;SM;;;;
1900;QM2428;0;99;9;12;10;SM;;;;
1900;QM2488;0;99;9;12;7;SM;;;;
0800;CO3815;1;0;1;3;6;SM;1;0;1;3
0800;CI2617;1;0;1;3;6;SM;;;;
0800;CI3815;1;0;1;3;6;SM;1;17;1;3
0800;EP2308;1;0;1;3;14;SM;1;17;1;3
1700;CO4311;1;0;1;3;11;SM;1;2;1;3
1700;CI2125;1;0;4;7;6;SM;1;9;1;3
1700;MC3618;1;0;1;3;11;SM;1;0;9;12
1700;MC4623;1;0;1;3;11;SM;1;0;9;12
0200;EP3202;1;0;1;3;13;SM;;;;
0100;EP1201;1;0;1;3;13;SM;;;;
0700;CI2461;1;0;1;3;4;SM;1;0;1;3
0700;CI2462;1;0;1;3;4;SM;1;0;1;3
0700;PL1510;1;0;1;3;4;SM;;;;
1100;PS1111;1;0;1;3;8;SM;1;9;7;8
0600;CO3121;1;0;1;3;7;SM;1;2;7;8
0400;QM2681;1;0;1;3;10;SM;1;11;9;12
1200;GC3214;1;0;1;3;7;SM;1;0;1;3
1200;GC3312;1;0;1;3;9;SM;1;8;7;8
1501;MT3411;1;0;1;3;8;SM;1;2;9;12
1503;MT3411;1;0;1;3;8;SM;1;2;9;12
1501;MT3311;1;0;1;3;11;SM;;;;
1501;MT3312;1;0;1;3;14;SM;;;;
1503;MT3312;1;0;1;3;11;SM;;;;
0300;QM1182;1;0;4;7;6;SM;;;;
1200;GC3311;1;0;1;3;8;SM;1;10;9;12
1200;GC3213;1;0;1;3;9;SM;1;10;9;12
1700;MC3121;1;0;1;3;5;SM;1;5;9;12
1700;MC2114;1;0;4;7;7;SM;1;2;4;7
1502;MT2243;1;0;4;7;9;SM;1;1;7;8
1502;MT3242;1;0;4;7;9;SM;;;;
0800;CI3725;1;0;1;3;9;SM;1;0;9;12
0800;CI4721;1;0;1;3;11;SM;;;;
0800;EP1301;1;0;1;3;12;SM;1;10;4;7
0800;EP1308;1;0;1;3;13;SM;1;17;1;3
0800;EP2301;1;0;1;3;12;SM;1;0;9;12
0800;EP3301;1;0;1;3;12;SM;1;2;7;8
0800;EP3308;1;0;4;7;15;SM;1;17;1;3
0800;PS1115;1;0;4;7;10;SM;1;13;1;3
0800;PS1111;1;0;4;7;11;SM;;;;
1200;GC3121;1;0;4;7;8;SM;1;5;7;8
1200;GC4121;1;0;4;7;12;SM;1;4;7;8
1000;EP1410;1;0;4;7;5;SM;1;4;9;12
0200;MC2422;1;0;4;7;6;SM;;;;
0400;QM2282;1;0;4;7;12;SM;1;4;1;3
0700;MC3252;1;0;4;7;8;SM;1;8;9;12
0700;CI2461;1;0;4;7;5;SM;1;1;9;12
0700;CI2462;1;0;4;7;6;SM;1;1;9;12
0700;DA2314;1;0;4;7;11;SM;;;;
0700;DA2561;1;0;4;7;12;SM;;;;
0700;DA3411;1;0;4;7;10;SM;1;5;4;7
0700;MC3253;1;0;4;7;9;SM;1;8;9;12
0700;MC3254;1;0;4;7;10;SM;1;5;7;8
0800;EP3420;1;0;4;7;13;SM;;;;
1200;FS2212;1;0;7;8;5;SM;;;;
1900;BO4385;1;0;9;12;10;SM;;;;
1900;BO2211;1;0;9;12;4;SM;1;1;9;12
1900;BC3121;1;0;9;12;7;SM;;;;
1900;BC3181;1;0;9;12;7;SM;;;;
1900;BO2281;1;0;9;12;4;SM;1;1;9;12
1700;PS4161;1;0;9;12;10;SM;1;1;1;3
1700;PS4162;1;0;9;12;11;SM;1;6;1;3
1700;PS4163;1;0;9;12;12;SM;1;6;1;3
1700;PS3111;1;0;9;12;7;SM;;;;
1700;CT3331;1;0;9;12;6;SM;1;7;1;3
1700;CE2111;1;0;9;12;10;SM;;;;
1700;CE4258;1;0;9;12;14;SM;1;5;7;8
1700;CE3251;1;0;9;12;11;SM;1;5;9;12
1700;MC4123;1;0;9;12;10;SM;1;5;9;12
0800;CI4321;1;0;9;12;8;SM;;;;
1700;CE3116;1;0;9;12;11;SM;1;2;1;3
0100;EC1251;1;0;9;12;5;SM;1;1;7;8
0400;QM2421;1;0;9;12;8;SM;;;;
0400;QM1121;1;0;9;12;4;SM;;;;
0100;CT3233;1;0;9;12;8;SM;;;;
1503;MC4131;1;0;9;12;10;SM;;;;
1000;FS4211;1;1;1;3;10;SM;1;0;7;8
0100;CT1212;1;1;1;3;5;SM;;;;
1700;PS4283;1;1;1;3;8;SM;1;3;1;3
1700;EP2417;1;1;1;3;5;SM;1;8;4;7
0200;MC5411;1;1;1;3;14;SM;1;13;9;12
1100;PL2117;1;1;1;3;10;SM;;;;
1700;PS3111;1;1;1;3;7;SM;;;;
0700;DA2121;1;1;1;3;8;SM;1;6;1;3
0700;DA2122;1;1;1;3;9;SM;;;;
1700;EC3514;1;1;1;3;10;SM;1;1;1;3
0800;CI3725;1;1;1;3;9;SM;1;10;9;12
0800;EP2301;1;1;1;3;12;SM;1;2;1;3
0800;MA5637;1;1;1;3;12;SM;;;;
0800;MA5638;1;1;1;3;13;SM;;;;
0400;EP4196;1;1;1;3;13;SM;;;;
0400;EP5196;1;1;1;3;14;SM;1;11;9;12
0400;EP1301;1;1;1;3;13;SM;1;10;4;7
0400;EP2301;1;1;1;3;14;SM;1;2;1;3
0400;EP3301;1;1;1;3;15;SM;1;10;4;7
0100;CT3231;1;1;1;3;7;SM;1;2;1;3
0100;CT3231;1;1;4;7;7;SM;1;2;1;3
0100;MC1412;1;1;4;7;4;SM;1;12;1;3
1700;EC2174;1;1;1;3;7;SM;1;6;9;12
1700;EC3514;1;1;4;7;10;SM;1;2;1;3
1700;PS4161;1;1;4;7;10;SM;1;6;1;3
0400;EP1396;1;1;1;3;13;SM;;;;
0400;EP1496;1;1;1;3;14;SM;;;;
0400;EP1596;1;1;1;3;15;SM;;;;
1100;PL2183;1;1;4;7;6;SM;1;1;9;12
0200;MC4131;1;1;4;7;10;SM;1;3;9;12
0501;EP3420;1;1;4;7;11;SM;;;;
0100;FS2211;1;1;4;7;4;SM;;;;
0200;FS2211;1;1;4;7;4;SM;;;;
1100;GC3131;1;1;9;12;9;SM;1;1;7;8
1100;PL2187;1;1;9;12;10;SM;1;9;7;8
0600;EC1167;1;1;9;12;6;SM;1;1;9;12
0600;EC1281;1;1;9;12;4;SM;1;2;7;8
1100;CO2124;1;1;9;12;7;SM;1;10;1;3
1900;CO2124;1;1;9;12;7;SM;;;;
0600;EC2171;0;99;7;8;9;SM;1;4;9;12
1100;PL3413;1;1;9;12;11;SM;1;9;4;7
0500;CI2615;1;1;9;12;7;SM;;;;
0500;CI2616;1;1;9;12;8;SM;;;;
1000;FS3411;1;1;9;12;7;SM;1;7;7;8
0500;MA2511;1;1;9;12;4;SM;1;2;7;8
0500;MA2512;1;1;9;12;5;SM;;;;
0500;MA2513;1;1;9;12;6;SM;;;;
0500;MA3613;1;1;9;12;9;SM;1;9;9;12
0500;MA3712;1;1;9;12;8;SM;1;9;4;7
0500;MA3713;1;1;9;12;9;SM;1;10;1;3
0500;MA4511;1;1;9;12;10;SM;;;;
0500;MA4512;1;1;9;12;11;SM;;;;
0500;MA4612;1;1;9;12;11;SM;;;;
1000;FS4211;1;1;9;12;10;SM;1;2;1;3
0500;MA4211;1;1;9;12;10;SM;;;;
1000;FS5221;1;1;9;12;13;SM;1;7;9;12
1000;FS5321;1;1;9;12;11;SM;1;3;7;8
1000;FS3281;1;1;9;12;7;SM;;;;
1000;FS3211;1;1;9;12;7;SM;;;;
1000;FS5322;1;1;9;12;12;SM;1;7;9;12
1000;FS2212;1;1;9;12;5;SM;1;1;7;8
1000;FS2111;1;1;9;12;6;SM;1;3;9;12
0700;DA2313;1;1;9;12;10;SM;1;5;4;7
0500;MA4212;1;1;9;12;11;SM;;;;
0500;MA4311;1;1;9;12;10;SM;;;;
0500;MA4312;1;1;9;12;11;SM;;;;
0500;MA4411;1;1;9;12;10;SM;1;1;7;8
0500;MA4412;1;1;9;12;11;SM;1;1;7;8
1900;BO2212;1;1;9;12;4;SM;1;2;7;8
1900;BO2282;1;1;9;12;4;SM;1;2;7;8
0500;MA2221;1;1;9;12;4;SM;;;;
0501;MA2221;1;1;9;12;4;SM;;;;
1000;MA2221;1;1;9;12;4;SM;;;;
0300;FS2211;1;1;9;12;4;SM;;;;
0400;FS2211;1;1;9;12;4;SM;;;;
0500;FS2211;1;1;9;12;4;SM;;;;
0600;FS2211;1;1;9;12;4;SM;;;;
1000;FS2211;0;99;9;12;4;SM;1;1;7;8
1000;FS2211;1;1;9;12;4;SM;;;;
1200;FS2211;1;1;9;12;4;SM;;;;
1501;FS2211;1;1;9;12;4;SM;;;;
1502;FS2211;1;1;9;12;4;SM;;;;
1503;FS2211;1;1;9;12;4;SM;;;;
1504;FS2211;1;1;9;12;4;SM;;;;
1700;FS2211;1;1;9;12;4;SM;;;;
0100;MA2115;1;1;9;12;4;SM;;;;
0200;MA2115;1;1;9;12;4;SM;;;;
0300;MA2115;1;1;9;12;4;SM;;;;
0400;MA2115;1;1;9;12;4;SM;;;;
0600;MA2115;1;1;9;12;4;SM;;;;
0800;MA2115;1;1;9;12;4;SM;;;;
1000;MA2115;1;1;9;12;4;SM;;;;
1100;MA2115;1;1;9;12;4;SM;;;;
1200;MA2115;1;1;9;12;4;SM;;;;
1501;MA2115;1;1;9;12;4;SM;;;;
1502;MA2115;1;1;9;12;4;SM;;;;
1503;MA2115;1;1;9;12;4;SM;;;;
1504;MA2115;1;1;9;12;4;SM;;;;
1700;MA2115;1;1;9;12;4;SM;;;;
1900;MA2115;1;1;9;12;4;SM;;;;
0501;CO2111;1;1;9;12;4;SM;;;;
0500;MA2311;1;1;9;12;4;SM;1;9;4;7
0501;MA2311;1;1;9;12;4;SM;1;9;4;7
1000;MA2311;1;1;9;12;4;SM;1;3;9;12
0800;CI2615;1;1;9;12;4;SM;;;;
0300;CI2121;1;1;9;12;4;SM;1;3;9;12
0500;CI2121;1;1;9;12;6;SM;;;;
0100;EC1251;1;1;9;12;5;SM;1;12;1;3
0600;EC1251;1;1;9;12;4;SM;1;2;7;8
0300;QM1121;1;0;9;12;4;SM;;;;
0500;MA4642;1;1;9;12;11;SM;1;1;9;12
0500;MA3421;1;1;9;12;4;SM;;;;
0500;MA4641;1;1;9;12;10;SM;;;;
1200;EP1412;1;1;9;12;13;SM;1;12;1;3
1200;EP2412;1;1;9;12;14;SM;1;12;1;3
1200;EP3412;1;1;9;12;15;SM;1;12;1;3
1100;PL2188;1;2;1;3;11;SM;;;;
1100;PL2183;1;2;1;3;6;SM;;;;
1700;MC3617;1;2;1;3;10;SM;1;2;1;3
1900;BO2283;1;2;1;3;5;SM;1;7;1;3
1900;BO2213;1;2;1;3;5;SM;1;2;4;7
0600;EC1167;1;2;1;3;6;SM;1;3;1;3
1900;EP1719;1;2;1;3;4;SM;1;11;9;12
1900;EP2222;1;2;1;3;10;SM;;;;
0501;MA4211;1;2;1;3;10;SM;;;;
0300;MA2112;1;2;1;3;5;SM;;;;
0500;MA4411;1;2;1;3;10;SM;;;;
0500;MA4642;1;2;1;3;11;SM;;;;
0100;MC2141;1;2;4;7;6;SM;1;4;4;7
0200;MC2141;1;2;4;7;6;SM;;;;
0300;MC2141;1;2;4;7;6;SM;;;;
1501;MC2141;1;2;4;7;6;SM;;;;
1502;MC2141;1;2;4;7;6;SM;;;;
0200;MC2142;1;2;4;7;7;SM;;;;
1503;MC2142;1;2;4;7;7;SM;;;;
1501;MC2142;1;2;4;7;7;SM;;;;
1502;MC2142;1;2;4;7;7;SM;;;;
1504;MC2142;1;2;4;7;7;SM;;;;
0200;MC2143;1;2;1;3;8;SM;;;;
1503;MC2143;1;2;1;3;8;SM;1;2;9;12
0200;MC2431;1;2;4;7;7;SM;;;;
0200;MC2432;1;2;1;3;8;SM;1;4;4;7
0100;CT3232;1;2;1;3;7;SM;1;1;9;12
0100;CT3231;1;2;1;3;6;SM;1;2;1;3
0100;CT4211;1;2;1;3;10;SM;;;;
1200;FS3859;0;99;9;12;9;SM;1;2;1;3
0100;EC2262;1;2;1;3;5;SM;1;1;9;12
1503;MC2141;1;2;4;7;6;SM;;;;
1700;MC2141;1;2;4;7;6;SM;;;;
1000;FS2212;1;2;1;3;5;SM;1;3;9;12
1504;MC2141;1;2;4;7;6;SM;;;;
0100;MC2142;1;2;4;7;7;SM;1;11;9;12
0300;MC2142;1;2;4;7;7;SM;;;;
