COD_CARRERA;COD_ASIGNATURA;SIGLO_PERIODO_DESDE;ANIO_PERIODO_DESDE;MESI_PERIODO_DESDE;MESF_PERIODO_DESDE;NRO_TRIMESTRE;MODALIDAD;SIGLO_PERIODO_HASTA;ANIO_PERIODO_HASTA;MESI_PERIODO_HASTA;MESF_PERIODO_HASTA
1000;FS4112;0;99;9;12;12;SM;;;;
1000;FS4211;0;99;9;12;10;SM;1;0;9;12
1000;FS4844;0;99;9;12;12;SM;1;0;1;3
1000;FS5221;0;99;9;12;13;SM;1;1;7;8
1000;FS5321;0;99;9;12;11;SM;1;1;7;8
1000;FS5322;0;99;9;12;12;SM;1;1;7;8
1000;FS5323;0;99;9;12;13;SM;1;7;9;12
1000;FS5481;0;99;9;12;13;SM;1;7;9;12
1000;FS5482;0;99;9;12;14;SM;1;1;7;8
1000;FS5851;0;99;9;12;12;SM;1;0;1;3
1000;FS5852;0;99;9;12;13;SM;1;0;1;3
1000;MA2112;0;99;9;12;5;SM;1;2;1;3
1000;MA2113;0;99;9;12;6;SM;;;;
1000;MA2115;0;99;9;12;4;SM;1;1;7;8
1000;MA2221;0;99;9;12;4;SM;1;1;7;8
1000;MA2222;0;99;9;12;5;SM;;;;
1000;MA2223;0;99;9;12;6;SM;;;;
1000;MA2311;0;99;9;12;4;SM;1;1;7;8
1000;MA2312;0;99;9;12;5;SM;1;3;9;12
1000;MA3111;0;99;9;12;7;SM;;;;
1000;MA3311;0;99;9;12;7;SM;1;3;9;12
1000;MA5352;0;99;9;12;10;SM;;;;
1100;CE2111;0;99;9;12;7;SM;;;;
1100;CE2112;0;99;9;12;9;SM;;;;
1100;CE2113;0;99;9;12;10;SM;1;9;1;3
1100;CE3117;0;99;9;12;12;SM;;;;
1100;CE3121;0;99;9;12;12;SM;1;9;7;8
1100;CO2121;0;99;9;12;5;SM;1;;;
1100;CO2122;0;99;9;12;7;SM;1;8;1;3
1100;CS2111;0;99;9;12;6;SM;;;;
1100;CS3111;0;99;9;12;10;SM;1;1;1;3
1100;CS3112;0;99;9;12;7;SM;;;;
1100;EP1511;0;99;9;12;15;SM;;;;
1100;FS1111;0;99;9;12;5;SM;1;2;1;3
1100;FS1117;0;99;9;12;6;SM;1;8;9;12
1100;GC3131;0;99;9;12;9;SM;1;1;7;8
1100;ID2124;0;99;9;12;4;SM;;;;
1100;ID2125;0;99;9;12;5;SM;;;;
1100;ID2126;0;99;9;12;6;SM;;;;
1100;ID3124;0;99;9;12;7;SM;;;;
1100;ID3125;0;99;9;12;8;SM;;;;
1100;MA2115;0;99;9;12;4;SM;1;1;7;8
1100;PL1111;0;99;9;12;4;SM;;;;
1100;PL1112;0;99;9;12;6;SM;;;;
1100;PL1113;0;99;9;12;4;SM;;;;
1100;PL2111;0;99;9;12;5;SM;1;9;1;3
1100;PL2112;0;99;9;12;10;SM;1;9;4;7
1100;PL2113;0;99;9;12;11;SM;1;9;4;7
1100;PL2116;0;99;9;12;9;SM;1;2;7;8
1100;PL2181;0;99;9;12;4;SM;1;9;7;8
1100;PL2183;0;99;9;12;6;SM;1;1;1;3
1100;PL2184;0;99;9;12;7;SM;;;;
1100;PL2185;0;99;9;12;8;SM;;;;
1100;PL2186;0;99;9;12;9;SM;1;9;7;8
1100;PL2187;0;99;9;12;10;SM;1;1;7;8
1100;PL2188;0;99;9;12;11;SM;1;1;9;12
1100;PL3181;0;99;9;12;12;SM;1;5;1;3
1100;PL3182;0;99;9;12;13;SM;1;9;7;8
1100;PL3311;0;99;9;12;8;SM;1;9;4;7
1100;PL3312;0;99;9;12;9;SM;1;9;4;7
1100;PL3315;0;99;9;12;13;SM;;;;
1100;PL3411;0;99;9;12;7;SM;1;9;1;3
1100;PL3413;0;99;9;12;11;SM;1;1;7;8
1100;PS1111;0;99;9;12;11;SM;0;99;9;12
1100;PS2121;0;99;9;12;8;SM;1;1;1;3
1200;CI2121;0;99;9;12;8;SM;;;;
1200;EP1312;0;99;9;12;13;SM;;;;
1200;EP2312;0;99;9;12;14;SM;1;11;9;12
1200;EP3312;0;99;9;12;15;SM;1;11;9;12
1200;FS2181;0;99;9;12;4;SM;;;;
1200;FS2211;0;99;9;12;4;SM;1;1;7;8
1200;FS2212;0;99;9;12;5;SM;1;0;4;7
1200;FS2213;0;99;9;12;6;SM;;;;
1200;FS2281;0;99;9;12;5;SM;;;;
1200;FS2282;0;99;9;12;6;SM;;;;
1200;FS2841;0;99;9;12;4;SM;1;2;1;3
1200;FS2842;0;99;9;12;5;SM;1;2;1;3
1200;FS2843;0;99;9;12;5;SM;1;2;1;3
1200;FS2844;0;99;9;12;6;SM;1;2;1;3
1200;FS3841;0;99;9;12;6;SM;1;2;1;3
1200;FS3842;0;99;9;12;7;SM;1;2;1;3
1200;FS3843;0;99;9;12;8;SM;1;2;1;3
1200;FS3845;0;99;9;12;8;SM;1;2;1;3
1200;FS3851;0;99;9;12;7;SM;1;2;1;3
1200;FS3853;0;99;9;12;9;SM;1;2;1;3
1200;FS3856;0;99;9;12;9;SM;1;2;1;3
1200;FS3882;0;99;9;12;8;SM;1;2;1;3
1200;FS4845;0;99;9;12;10;SM;1;2;1;3
1200;FS4847;0;99;9;12;10;SM;1;2;1;3
1200;FS4848;0;99;9;12;11;SM;1;2;1;3
